누적투자유치금액,기업추천수,지역명,투자일자,투자단계명,투자금액,기업가치금액,앱스토어 등록,구글플레이 등록,설립일자_분류,기술스택_개수,산업구분명_분류
56000000.0,1,수도권,20180801,투자 단계 비공개,56000000.0,,0,0,2017년 이후,3,None IT
50000000.0,0,수도권,20210125,투자 단계 비공개,50000000.0,,0,0,2017년 이후,11,IT
400000000.0,0,수도권,20131125,투자 단계 비공개,300000000.0,,1,1,2017년 이전,14,IT
568160000.0,9,수도권,20210225,투자 단계 비공개,,,0,0,2017년 이전,10,None IT
2000000000.0,3,수도권,20181221,Series A,1000000000.0,,0,0,2017년 이전,23,IT
10000000.0,10,수도권,20210501,Series A,10000000.0,300000000.0,0,0,2017년 이후,9,IT
100000000.0,1,수도권,20191117,Seed,100000000.0,,0,0,2017년 이후,1,IT
78000000.0,2,수도권,20210401,Seed,63000000.0,,0,0,2017년 이후,27,IT
200000000.0,0,수도권,20151201,Seed,200000000.0,,1,1,2017년 이전,10,IT
10420000000.0,22,수도권,20150101,투자 단계 비공개,100000000.0,,0,0,2017년 이전,5,IT
1000000000.0,0,수도권,20180926,투자 단계 비공개,1000000000.0,,0,0,2017년 이후,1,None IT
4500000000.0,9,수도권,20210730,Series A,4500000000.0,,1,1,2017년 이후,14,IT
800000000.0,9,수도권,20210531,해당없음,700000000.0,7000000000.0,1,1,2017년 이후,15,IT
60000000.0,0,수도권,20161209,Seed,60000000.0,,0,0,2017년 이후,1,IT
1000000000.0,6,수도권,20200825,Angel,,,1,1,2017년 이후,10,IT
1000000000.0,6,수도권,20161104,투자 단계 비공개,1000000000.0,,1,1,2017년 이전,27,IT
40000000.0,0,수도권,20140901,투자 단계 비공개,20000000.0,,0,1,2017년 이전,1,IT
5000000.0,0,수도권,20120807,투자 단계 비공개,5000000.0,,0,0,2017년 이전,1,None IT
2800000000.0,23,수도권,20210622,해당없음,1800000000.0,,1,1,2017년 이후,15,IT
1711801520.0,13,수도권,20180524,해당없음,19858000.0,,0,0,2017년 이전,34,IT
200000000.0,1,수도권,20140122,투자 단계 비공개,200000000.0,,0,0,2017년 이전,1,IT
300000000.0,5,수도권,20210531,Seed,300000000.0,,1,1,2017년 이후,25,IT
8300000000.0,5,수도권,20200601,Series B,2000000000.0,,0,0,2017년 이전,22,IT
20000000.0,0,수도권,20130311,투자 단계 비공개,20000000.0,,0,1,2017년 이전,1,IT
2150000000.0,4,수도권,20181203,투자 단계 비공개,100000000.0,,1,1,2017년 이전,13,IT
100000000.0,0,비수도권,20150701,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,IT
1800000000.0,0,수도권,20150901,Series A,300000000.0,,0,0,2017년 이전,1,None IT
500000000.0,2,수도권,20200830,Angel,200000000.0,,0,0,2017년 이후,16,IT
1470000000.0,1,수도권,20160701,투자 단계 비공개,1440000000.0,,0,0,2017년 이전,17,None IT
4250000000.0,5,수도권,20180517,Series A,,,1,1,2017년 이후,19,IT
200000000.0,0,수도권,20120601,투자 단계 비공개,100000000.0,,1,1,2017년 이전,1,IT
145000000.0,2,수도권,20181001,Seed,50000000.0,,0,0,2017년 이후,1,IT
1800000000.0,1,수도권,20160101,투자 단계 비공개,1800000000.0,,0,0,2017년 이전,13,IT
3100000000.0,0,수도권,20110601,투자 단계 비공개,2600000000.0,,1,1,2017년 이전,1,IT
14500000000.0,0,수도권,20180401,Series A,6000000000.0,,1,1,2017년 이전,1,IT
20000000.0,0,비수도권,20150901,투자 단계 비공개,20000000.0,,0,0,2017년 이전,1,None IT
79995025.0,1,수도권,20200917,Angel,79995025.0,1500000000.0,0,0,2017년 이후,14,IT
100000000.0,0,비수도권,20130328,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,None IT
10000000000.0,15,수도권,20150615,투자 단계 비공개,800000000.0,,1,1,2017년 이전,7,None IT
2000000000.0,1,수도권,20200611,Series A,2000000000.0,,0,0,2017년 이후,6,IT
100000000.0,0,수도권,20150601,Seed,100000000.0,,0,0,2017년 이전,1,IT
3360000000.0,5,수도권,20161123,투자 단계 비공개,,,1,1,2017년 이전,6,IT
13460000000.0,4,수도권,20150910,투자 단계 비공개,590000000.0,,1,1,2017년 이전,62,IT
500000000.0,0,수도권,20131017,투자 단계 비공개,500000000.0,,0,0,2017년 이전,1,None IT
100000000.0,0,수도권,20160801,투자 단계 비공개,100000000.0,,0,0,2017년 이전,12,IT
5400000000.0,4,수도권,20190820,Series A,4500000000.0,,0,0,2017년 이후,26,IT
6800000000.0,3,수도권,20150713,투자 단계 비공개,900000000.0,,0,0,2017년 이전,10,IT
2020000000.0,0,수도권,20151031,투자 단계 비공개,1450000000.0,12750000000.0,0,0,2017년 이전,5,None IT
900000000.0,10,수도권,20160920,투자 단계 비공개,400000000.0,,0,0,2017년 이전,10,IT
4000000000.0,0,수도권,20121108,투자 단계 비공개,4000000000.0,,0,0,2017년 이전,1,IT
39858000.0,1,수도권,20200825,Seed,39858000.0,1500000000.0,0,0,2017년 이후,9,IT
1250000000.0,0,수도권,20210930,Seed,1250000000.0,,1,1,2017년 이후,18,None IT
30000000000.0,0,수도권,20141103,투자 단계 비공개,5000000000.0,300000000000.0,0,0,2017년 이전,1,IT
500000000.0,0,수도권,20151208,투자 단계 비공개,500000000.0,,0,0,2017년 이전,3,None IT
60000000.0,6,수도권,20210601,투자 단계 비공개,,,1,1,2017년 이후,1,IT
255000000.0,4,수도권,20201231,Seed,255000000.0,3000000000.0,0,0,2017년 이후,19,IT
140000000.0,2,비수도권,20170808,해당없음,100000000.0,,1,1,2017년 이후,1,IT
280000000.0,0,수도권,20150401,투자 단계 비공개,50000000.0,,1,1,2017년 이전,1,IT
700000000.0,0,수도권,20151222,투자 단계 비공개,700000000.0,,0,1,2017년 이전,31,IT
5600000000.0,3,수도권,20140905,투자 단계 비공개,600000000.0,,1,1,2017년 이전,7,None IT
300000000.0,3,비수도권,20170227,Angel,300000000.0,3000000000.0,0,0,2017년 이전,40,IT
1000000000.0,1,수도권,20131226,투자 단계 비공개,1000000000.0,,0,0,2017년 이전,1,IT
100000000.0,0,수도권,20160515,Seed,100000000.0,,0,0,2017년 이전,17,IT
180000000.0,0,수도권,20160901,Seed,100000000.0,,0,0,2017년 이전,1,IT
2000000000.0,22,수도권,20191101,해당없음,2000000000.0,,0,0,2017년 이후,5,None IT
750000000.0,9,수도권,20200310,Series A,150000000.0,,1,1,2017년 이후,42,IT
100000000.0,0,수도권,20180919,Angel,100000000.0,,0,0,2017년 이후,16,IT
2000000000.0,12,수도권,20200213,투자 단계 비공개,2000000000.0,10000000000.0,1,1,2017년 이후,14,None IT
4960000000.0,21,수도권,20181001,Angel,60000000.0,,0,1,2017년 이후,26,IT
300000000.0,0,수도권,20211005,투자 단계 비공개,300000000.0,,0,0,2017년 이후,1,None IT
3000000000.0,14,비수도권,20181106,투자 단계 비공개,,,0,0,2017년 이전,12,IT
1600000000.0,2,수도권,20180301,투자 단계 비공개,,,1,1,2017년 이전,24,IT
300000000.0,10,수도권,20180525,Seed,300000000.0,,0,0,2017년 이후,23,IT
2600000000.0,0,비수도권,20210903,Pre-IPO,2600000000.0,100000000000.0,0,0,2017년 이후,11,None IT
300000000.0,0,수도권,20140430,투자 단계 비공개,300000000.0,,0,0,2017년 이전,1,IT
3650000000.0,20,수도권,20210826,해당없음,3500000000.0,,0,0,2017년 이후,25,IT
50000000.0,0,수도권,20210305,투자 단계 비공개,50000000.0,1250000000.0,1,1,2017년 이후,25,IT
200000000.0,0,수도권,20151001,투자 단계 비공개,50000000.0,,0,0,2017년 이전,1,IT
1200000000.0,0,수도권,20110701,Series A,1200000000.0,,1,1,2017년 이전,1,IT
16300000000.0,6,수도권,20150101,투자 단계 비공개,1000000000.0,,1,1,2017년 이전,1,IT
1000000.0,44,수도권,20180927,투자 단계 비공개,1000000.0,,0,0,2017년 이전,1,IT
80000000.0,0,수도권,20151212,투자 단계 비공개,2000000.0,,0,0,2017년 이전,8,None IT
74000000000.0,32,수도권,20170420,투자 단계 비공개,12000000000.0,,0,0,2017년 이전,1,None IT
3600000000.0,8,수도권,20190430,Series A,3000000000.0,,0,0,2017년 이전,19,IT
50000000.0,4,수도권,20190906,Seed,50000000.0,620000000.0,0,0,2017년 이후,37,IT
48960000.0,4,수도권,20200731,Seed,48960000.0,1000000000.0,1,1,2017년 이후,24,IT
4000000000.0,21,수도권,20181121,Angel,,,0,1,2017년 이후,17,IT
46000000000.0,86,수도권,20140911,Angel,,,1,1,2017년 이전,26,IT
100000000.0,5,수도권,20190618,투자 단계 비공개,90000000.0,,0,0,2017년 이후,19,IT
16700000000.0,2,수도권,20200601,해당없음,2700000000.0,,1,1,2017년 이후,1,IT
5000000000.0,4,수도권,20190101,Series A,5000000000.0,,1,1,2017년 이전,21,IT
500000000.0,8,수도권,20210914,Angel,,,0,0,2017년 이후,21,IT
330000000.0,1,수도권,20211028,Seed,300000000.0,,0,0,2017년 이후,19,IT
200000000.0,3,수도권,20201001,Seed,200000000.0,,0,0,2017년 이후,17,IT
500000000.0,8,수도권,20210331,Series A,500000000.0,,0,0,2017년 이후,10,None IT
492850000.0,2,수도권,20210527,투자 단계 비공개,142850000.0,,1,1,2017년 이후,9,IT
2860000000.0,13,수도권,20180101,해당없음,55000000.0,,0,0,2017년 이전,27,IT
2000000000.0,2,수도권,20210908,Series A,2000000000.0,,1,1,2017년 이전,22,None IT
2000000000.0,0,수도권,20151217,투자 단계 비공개,2000000000.0,,0,0,2017년 이전,1,None IT
3900000000.0,29,수도권,20131101,투자 단계 비공개,,,1,1,2017년 이전,20,IT
3900000000.0,16,비수도권,20140801,해당없음,200000000.0,,1,1,2017년 이전,30,IT
6000000000.0,5,수도권,20181001,투자 단계 비공개,,,1,1,2017년 이전,22,IT
310000000.0,6,비수도권,20200922,Seed,310000000.0,,0,0,2017년 이후,13,IT
1000000000.0,8,수도권,20201130,Seed,1000000000.0,,0,0,2017년 이후,13,IT
3300000000.0,2,수도권,20201012,Series A,3300000000.0,,0,0,2017년 이전,33,IT
1980000.0,0,수도권,20170518,해당없음,1875000.0,12018750000.0,1,1,2017년 이전,1,IT
540000000.0,4,수도권,20190510,해당없음,400000000.0,,0,0,2017년 이후,1,None IT
50050000000.0,0,수도권,20070801,Pre-IPO,50000000000.0,200000000000.0,0,0,2017년 이전,1,IT
14100000000.0,10,수도권,20170630,Seed,60000000.0,,1,1,2017년 이후,30,IT
9500000000.0,10,수도권,20141119,투자 단계 비공개,2000000000.0,,1,1,2017년 이전,1,IT
3100000000.0,11,수도권,20210528,투자 단계 비공개,1450000000.0,,0,0,2017년 이후,24,IT
50000000.0,8,수도권,20200615,투자 단계 비공개,,,0,0,2017년 이후,8,IT
22100000000.0,17,수도권,20180713,투자 단계 비공개,19000000000.0,,1,1,2017년 이전,27,IT
710000000.0,0,수도권,20140103,투자 단계 비공개,500000000.0,,1,1,2017년 이전,1,IT
67000000000.0,17,수도권,20180920,Series C,67000000000.0,,0,0,2017년 이전,1,IT
1700000000.0,4,수도권,20200504,Seed,1700000000.0,,1,1,2017년 이후,7,None IT
360000000.0,1,수도권,20210726,Seed,,,0,0,2017년 이후,8,IT
2000000000.0,0,수도권,20151101,투자 단계 비공개,2000000000.0,,0,0,2017년 이후,1,IT
150029376.0,2,수도권,20200803,투자 단계 비공개,120013576.0,1080000000.0,0,0,2017년 이후,12,None IT
40000000.0,1,수도권,20130805,투자 단계 비공개,40000000.0,,0,0,2017년 이전,1,IT
12700000000.0,4,수도권,20210930,Series A,2000000000.0,,0,0,2017년 이전,22,IT
14100000000.0,24,수도권,20210831,Series A,12500000000.0,,0,0,2017년 이후,21,IT
1920000000.0,11,비수도권,20210413,Seed,1920000000.0,,0,0,2017년 이후,14,None IT
1900000000.0,16,수도권,20210623,투자 단계 비공개,1500000000.0,,0,0,2017년 이후,9,None IT
6300000000.0,10,수도권,20191010,투자 단계 비공개,6300000000.0,,0,0,2017년 이전,6,IT
500000000.0,0,수도권,20141022,투자 단계 비공개,500000000.0,,0,0,2017년 이전,1,None IT
1100000000.0,28,수도권,20181024,투자 단계 비공개,1100000000.0,,0,0,2017년 이전,1,IT
30000000.0,0,수도권,20140620,투자 단계 비공개,30000000.0,,0,0,2017년 이전,1,IT
53300000000.0,8,수도권,20170221,Series B,14300000000.0,,1,1,2017년 이전,40,IT
1363500000.0,10,수도권,20210701,해당없음,10000000.0,,0,0,2017년 이후,22,IT
1000000000.0,22,수도권,20180816,해당없음,,,1,1,2017년 이전,35,None IT
3800000000.0,1,수도권,20200501,Series A,800000000.0,,0,0,2017년 이후,26,IT
5640000000.0,5,수도권,20210315,Seed,5640000000.0,,0,0,2017년 이후,13,IT
100000000.0,0,수도권,20160219,투자 단계 비공개,100000000.0,,0,0,2017년 이전,13,IT
1500000000.0,0,수도권,20150914,Seed,,,1,1,2017년 이전,31,IT
9380000000.0,5,수도권,20210625,Series B,6000000000.0,,0,0,2017년 이전,12,IT
7000000.0,2,수도권,20160901,해당없음,1000000.0,,0,0,2017년 이전,15,IT
500000000.0,40,수도권,20190801,투자 단계 비공개,,,0,0,2017년 이후,32,IT
500000000.0,5,수도권,20190314,Seed,500000000.0,,1,1,2017년 이후,13,None IT
10400327540.0,0,수도권,20151007,투자 단계 비공개,5200000000.0,,0,0,2017년 이전,1,IT
500000000.0,11,수도권,20190328,Seed,500000000.0,,1,1,2017년 이후,26,IT
4000000000.0,6,수도권,20200908,Series A,4000000000.0,,0,0,2017년 이후,1,None IT
50000000.0,0,수도권,20150601,Angel,10000000.0,,1,1,2017년 이전,1,IT
18600000000.0,5,수도권,20140501,Series A,3000000000.0,,1,1,2017년 이전,1,IT
200000000.0,15,수도권,20200302,투자 단계 비공개,50000000.0,1000000000.0,0,0,2017년 이후,11,None IT
300000000.0,0,수도권,20200730,Seed,300000000.0,1250000000.0,0,0,2017년 이후,10,IT
705000000.0,3,수도권,20200417,Angel,155000000.0,3300000000.0,0,0,2017년 이후,24,None IT
420000000.0,2,수도권,20160720,Angel,200000000.0,2000000000.0,1,1,2017년 이전,15,IT
1000000000.0,2,수도권,20201201,Seed,1000000000.0,,1,0,2017년 이후,12,IT
197000000.0,0,수도권,20151125,Seed,28000000.0,,1,1,2017년 이전,26,IT
997000000.0,5,수도권,20181025,Seed,900000000.0,,0,0,2017년 이후,23,IT
1000000000.0,4,수도권,20210930,투자 단계 비공개,,,0,0,2017년 이후,29,IT
500000000.0,5,수도권,20200429,Seed,200000000.0,,0,0,2017년 이후,1,None IT
50000000.0,7,수도권,20200922,투자 단계 비공개,,,0,0,2017년 이후,16,IT
3300000000.0,3,수도권,20141231,Seed,1300000000.0,,1,0,2017년 이전,65,IT
3000000000.0,1,수도권,20211018,투자 단계 비공개,3000000000.0,,1,1,2017년 이후,1,None IT
68000000.0,7,수도권,20201223,투자 단계 비공개,68000000.0,1500000000.0,0,0,2017년 이후,9,IT
1520000000.0,1,수도권,20190423,투자 단계 비공개,500000000.0,7000000000.0,0,0,2017년 이전,4,IT
100000000.0,1,수도권,20170801,Seed,100000000.0,,0,0,2017년 이후,1,None IT
1800000000.0,4,수도권,20170901,투자 단계 비공개,1500000000.0,50000000000.0,1,0,2017년 이후,12,IT
500000000.0,4,수도권,20191212,Seed,,,1,1,2017년 이후,1,None IT
299999997.0,0,수도권,20191025,투자 단계 비공개,150000000.0,,0,0,2017년 이전,3,None IT
749986372.0,9,비수도권,20180509,투자 단계 비공개,100017905.0,,0,0,2017년 이전,10,IT
4000000000.0,0,수도권,20110101,투자 단계 비공개,1000000000.0,,0,0,2017년 이전,12,IT
520000000.0,1,수도권,20210611,투자 단계 비공개,150000000.0,1500000000.0,0,0,2017년 이후,14,IT
10000000.0,0,수도권,20141007,투자 단계 비공개,10000000.0,,0,0,2017년 이전,1,None IT
900000000.0,0,수도권,20150601,투자 단계 비공개,,,1,1,2017년 이전,1,IT
50000000.0,0,수도권,20160816,투자 단계 비공개,50000000.0,,0,0,2017년 이전,1,IT
13110000000.0,269,수도권,20190411,Series A,12000000000.0,,1,1,2017년 이전,19,IT
2066241633.0,0,수도권,20120101,투자 단계 비공개,100000000.0,,1,1,2017년 이전,3,IT
3000000000.0,17,수도권,20160127,투자 단계 비공개,3000000000.0,,0,0,2017년 이전,1,None IT
5000000000.0,9,수도권,20190917,Series A,5000000000.0,,0,0,2017년 이후,44,IT
2910000000.0,40,수도권,20211117,투자 단계 비공개,60000000.0,,0,0,2017년 이후,25,IT
500000000.0,2,수도권,20200301,투자 단계 비공개,500000000.0,,1,1,2017년 이후,8,IT
7700000000.0,12,수도권,20211001,Series A,6000000000.0,,0,0,2017년 이후,13,IT
20000000.0,0,수도권,20130829,투자 단계 비공개,10000000.0,,0,1,2017년 이전,1,IT
2100000000.0,0,수도권,20140530,Angel,400000000.0,,0,0,2017년 이전,18,IT
2600000000.0,67,수도권,20190227,Seed,,,1,1,2017년 이전,23,None IT
6400000000.0,2,수도권,20201224,Series A,5000000000.0,,0,0,2017년 이전,24,IT
120000000.0,13,수도권,20170201,Angel,120000000.0,,0,0,2017년 이후,1,None IT
180000000.0,0,수도권,20130901,투자 단계 비공개,80000000.0,,0,0,2017년 이전,1,IT
1900000000.0,0,수도권,20190101,Series A,1600000000.0,,0,0,2017년 이전,1,IT
10000000.0,0,수도권,20170401,투자 단계 비공개,10000000.0,,0,0,2017년 이전,10,IT
220000000.0,0,수도권,20171201,투자 단계 비공개,100000000.0,,0,0,2017년 이후,27,None IT
8000000000.0,5,수도권,20170531,투자 단계 비공개,8000000000.0,,1,1,2017년 이전,34,IT
15000000000.0,4,수도권,20200717,Series A,15000000000.0,100000000000.0,0,0,2017년 이전,35,IT
9500000000.0,9,수도권,20180608,투자 단계 비공개,2800000000.0,,0,1,2017년 이전,54,IT
5900000000.0,2,수도권,20160614,Series A,900000000.0,8000000000.0,0,0,2017년 이전,9,None IT
90000000.0,0,비수도권,20151123,투자 단계 비공개,40000000.0,,0,1,2017년 이전,1,None IT
2000000000.0,1,수도권,20140409,투자 단계 비공개,2000000000.0,,1,1,2017년 이전,1,IT
1000000000.0,2,수도권,20200113,Seed,1000000000.0,,0,0,2017년 이후,14,IT
10000000000.0,5,수도권,20160106,투자 단계 비공개,3000000000.0,,1,1,2017년 이전,33,IT
350000000.0,6,수도권,20201231,Seed,200000000.0,5000000000.0,0,0,2017년 이후,6,IT
1860000000.0,1,수도권,20131028,투자 단계 비공개,1560000000.0,,0,0,2017년 이전,1,IT
2500000000.0,0,수도권,20150301,투자 단계 비공개,1000000000.0,,0,0,2017년 이전,1,IT
10000000.0,0,비수도권,20130301,투자 단계 비공개,10000000.0,,0,0,2017년 이전,1,IT
100000000.0,1,수도권,20130501,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,None IT
200000000.0,13,수도권,20210830,투자 단계 비공개,,10000000000.0,0,0,2017년 이후,27,None IT
2500000000.0,0,수도권,20141021,투자 단계 비공개,2500000000.0,,0,0,2017년 이전,1,IT
16400000000.0,4,수도권,20190201,Series A,2000000000.0,,0,0,2017년 이전,9,IT
2000000000.0,1,수도권,20161028,Series A,2000000000.0,21000000000.0,0,0,2017년 이전,13,None IT
100000000.0,1,수도권,20130401,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,IT
2450000000.0,0,수도권,20120101,투자 단계 비공개,400000000.0,,0,0,2017년 이전,1,IT
300000000.0,2,수도권,20190910,투자 단계 비공개,300000000.0,,1,0,2017년 이후,2,IT
180000000.0,0,수도권,20150430,투자 단계 비공개,180000000.0,,0,0,2017년 이전,1,IT
106700000000.0,7,수도권,20171107,Series B,,,0,0,2017년 이전,1,IT
700000000.0,1,수도권,20210601,Seed,500000000.0,,0,0,2017년 이후,18,IT
522000000.0,0,수도권,20170428,Seed,52000000.0,,1,1,2017년 이전,1,None IT
1050000000.0,1,수도권,20130814,Seed,50000000.0,,0,0,2017년 이전,1,IT
50000000.0,3,수도권,20180711,Seed,50000000.0,3000000000.0,0,0,2017년 이후,15,None IT
5150000000.0,34,수도권,20191115,투자 단계 비공개,4300000000.0,,1,1,2017년 이전,1,IT
1800000000.0,0,수도권,20140304,Seed,1000000000.0,,0,0,2017년 이전,7,IT
200000000.0,0,수도권,20180508,Angel,100000000.0,3955000000.0,0,0,2017년 이후,1,IT
500000000.0,14,수도권,20200501,투자 단계 비공개,500000000.0,,0,0,2017년 이후,19,None IT
750000000.0,1,수도권,20141001,투자 단계 비공개,50000000.0,,0,0,2017년 이전,1,IT
200000000.0,0,수도권,20170630,Angel,200000000.0,,0,0,2017년 이전,16,IT
153500000.0,1,수도권,20151026,Angel,28000000.0,,0,0,2017년 이전,1,IT
470000000.0,0,수도권,20120601,투자 단계 비공개,470000000.0,,1,1,2017년 이전,1,IT
6200000000.0,25,수도권,20181016,투자 단계 비공개,1000000000.0,,0,0,2017년 이후,37,IT
100000000.0,0,수도권,20130816,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,IT
1300000000.0,0,수도권,20091001,투자 단계 비공개,1000000000.0,,0,0,2017년 이전,1,IT
500000000.0,2,수도권,20170110,투자 단계 비공개,500000000.0,,0,0,2017년 이전,9,IT
1300000000.0,5,수도권,20170427,Seed,300000000.0,,1,1,2017년 이전,18,IT
800000000.0,0,수도권,20170602,Seed,300000000.0,,1,1,2017년 이전,21,IT
535000000.0,1,수도권,20140701,투자 단계 비공개,200000000.0,,0,1,2017년 이전,1,IT
10000000000.0,1,수도권,20160905,투자 단계 비공개,,,1,1,2017년 이전,41,IT
3000000000.0,2,수도권,20171227,Seed,1000000000.0,,0,0,2017년 이후,1,IT
1800000000.0,7,수도권,20190228,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,IT
25000000.0,2,수도권,20180901,투자 단계 비공개,25000000.0,,0,0,2017년 이후,14,None IT
2100000000.0,0,수도권,20150215,Seed,2100000000.0,,0,0,2017년 이전,1,IT
3750000000.0,3,수도권,20180401,Series A,2750000000.0,,0,0,2017년 이전,1,None IT
61000000.0,0,수도권,20170706,투자 단계 비공개,41000000.0,,0,0,2017년 이후,1,IT
12000000000.0,2,수도권,20190909,Series B,7000000000.0,,0,0,2017년 이전,12,IT
66360000000.0,42,수도권,20200501,투자 단계 비공개,41400000000.0,,1,1,2017년 이전,24,IT
19800000000.0,6,수도권,20151207,Series A,12000000000.0,,1,1,2017년 이전,1,IT
4180000000.0,6,수도권,20191223,투자 단계 비공개,280000000.0,,0,1,2017년 이후,17,IT
100000000.0,0,수도권,20160725,Angel,100000000.0,2000000000.0,0,0,2017년 이전,53,IT
1900000000.0,1,수도권,20160531,Series B,1400000000.0,,0,0,2017년 이전,5,IT
680000000.0,2,수도권,20141023,Angel,,,1,1,2017년 이전,18,IT
400000000.0,3,수도권,20170728,Seed,100000000.0,,1,1,2017년 이전,26,None IT
70000000.0,2,수도권,20200715,Seed,70000000.0,1000000000.0,0,0,2017년 이후,16,IT
1400000000.0,13,수도권,20160108,투자 단계 비공개,400000000.0,,1,1,2017년 이전,5,IT
760000000.0,7,수도권,20190308,Angel,80000000.0,,1,1,2017년 이후,11,IT
429000000.0,0,수도권,20150801,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,IT
500000000.0,0,수도권,20180108,Seed,500000000.0,,1,1,2017년 이후,32,IT
9000000000.0,2,수도권,20130524,투자 단계 비공개,9000000000.0,,1,1,2017년 이전,1,IT
10000000.0,0,수도권,20140101,투자 단계 비공개,10000000.0,,0,0,2017년 이전,1,None IT
19500000000.0,2,수도권,20180507,Series A,5200000000.0,,0,0,2017년 이전,4,None IT
5561000000.0,2,수도권,20170626,투자 단계 비공개,561000000.0,,1,1,2017년 이전,1,IT
30000000.0,0,수도권,20140203,투자 단계 비공개,30000000.0,,0,0,2017년 이전,1,IT
300000000.0,4,수도권,20181031,투자 단계 비공개,300000000.0,,0,0,2017년 이전,1,None IT
300000000.0,0,수도권,20120510,Seed,300000000.0,,0,0,2017년 이전,1,IT
2000000000.0,22,수도권,20191014,투자 단계 비공개,200000000.0,,1,1,2017년 이후,27,IT
920000000.0,0,수도권,20160531,투자 단계 비공개,300000000.0,,0,0,2017년 이전,1,IT
1000000000.0,2,수도권,20191230,Seed,1000000000.0,10000000000.0,0,0,2017년 이후,9,IT
109800000.0,0,비수도권,20150901,투자 단계 비공개,19950000.0,,0,0,2017년 이전,1,IT
9000.0,1,수도권,20150619,Angel,5000.0,,0,0,2017년 이전,1,IT
600000000.0,10,수도권,20190419,해당없음,500000000.0,,1,1,2017년 이전,28,IT
1410000000.0,4,수도권,20130101,투자 단계 비공개,62000000.0,,0,0,2017년 이전,34,IT
19000000000.0,3,수도권,20181227,Series A,6000000000.0,,0,0,2017년 이전,18,IT
1600000000.0,1,수도권,20151015,Angel,1000000000.0,,0,0,2017년 이전,21,IT
274991404.0,8,수도권,20140401,Seed,90000000.0,,0,0,2017년 이전,1,IT
7000000000.0,8,수도권,20160418,투자 단계 비공개,2000000000.0,,0,0,2017년 이전,16,IT
3509000000.0,0,비수도권,20180701,투자 단계 비공개,9000000.0,,0,0,2017년 이후,1,None IT
1660000000.0,3,수도권,20160701,투자 단계 비공개,30000000.0,,0,0,2017년 이전,17,None IT
2600000000.0,6,수도권,20190301,Seed,500000000.0,3000000000.0,0,0,2017년 이전,1,None IT
8920000000.0,6,수도권,20180322,투자 단계 비공개,500000000.0,,1,1,2017년 이전,1,IT
20000000.0,1,수도권,20161202,해당없음,20000000.0,1000000000.0,0,0,2017년 이전,3,None IT
150000000.0,3,비수도권,20200123,Seed,150000000.0,,0,0,2017년 이후,1,None IT
1516000000.0,0,수도권,20120530,Angel,300000000.0,,0,0,2017년 이전,1,IT
120000000.0,3,수도권,20180801,투자 단계 비공개,100000000.0,,0,0,2017년 이후,15,IT
2000000000.0,1,수도권,20201216,Series A,1000000000.0,,1,1,2017년 이전,11,IT
150000000.0,0,비수도권,20201101,투자 단계 비공개,150000000.0,1500000000.0,0,0,2017년 이후,26,IT
1000000000.0,0,수도권,20160418,투자 단계 비공개,1000000000.0,,0,1,2017년 이전,1,IT
6270000000.0,2,수도권,20140901,투자 단계 비공개,100000000.0,,1,1,2017년 이전,1,IT
243653000.0,4,비수도권,20211025,Seed,,,0,0,2017년 이후,22,IT
106000000000.0,29,수도권,20210601,Series B,99000000000.0,,1,1,2017년 이전,26,IT
500000000.0,18,수도권,20180627,Seed,,,0,0,2017년 이후,1,None IT
500000000.0,20,수도권,20170724,Seed,100000000.0,,0,0,2017년 이후,19,None IT
800000000.0,0,수도권,20190801,투자 단계 비공개,800000000.0,,0,0,2017년 이후,1,None IT
500000000.0,6,수도권,20180329,Seed,500000000.0,5300000000.0,0,0,2017년 이전,19,None IT
100000000.0,1,수도권,20150312,투자 단계 비공개,,,0,0,2017년 이전,21,IT
100000000.0,2,수도권,20180309,Seed,100000000.0,300000000.0,0,0,2017년 이후,15,IT
350224000.0,0,수도권,20200917,투자 단계 비공개,150096000.0,3000000000.0,0,0,2017년 이후,5,IT
1500000000.0,0,수도권,20100801,투자 단계 비공개,1500000000.0,,1,1,2017년 이전,1,IT
3000000000.0,2,수도권,20170526,투자 단계 비공개,500000000.0,,1,1,2017년 이전,10,IT
4500000000.0,9,수도권,20150831,투자 단계 비공개,3500000000.0,,1,1,2017년 이전,19,IT
120000000.0,1,수도권,20201115,투자 단계 비공개,120000000.0,,1,1,2017년 이후,14,None IT
450000000.0,2,수도권,20151216,Angel,450000000.0,,0,0,2017년 이전,1,IT
10000000000.0,1,수도권,20180702,투자 단계 비공개,10000000000.0,,0,0,2017년 이전,3,None IT
400000000.0,1,수도권,20210721,Angel,200000000.0,,0,0,2017년 이후,11,IT
1000000000.0,0,수도권,20140801,투자 단계 비공개,500000000.0,,0,0,2017년 이전,1,IT
