누적투자유치금액,기업추천수,지역명,투자일자,투자단계명,투자금액,기업가치금액,앱스토어 등록,구글플레이 등록,설립일자_분류,기술스택_개수,산업구분명_분류
2799999998.0,5,수도권,20210802,투자 단계 비공개,1999999998.0,,0,0,2017년 이후,1,IT
51600000.0,0,수도권,20200113,투자 단계 비공개,600000.0,,0,0,2017년 이후,7,None IT
2300000000.0,0,수도권,20150717,Seed,200000000.0,,0,0,2017년 이전,18,IT
115800000000.0,14,수도권,20170302,Series B,36000000000.0,,1,1,2017년 이후,1,IT
5000000000.0,2,수도권,20210401,투자 단계 비공개,5000000000.0,,0,0,2017년 이후,19,IT
3500000000.0,0,수도권,20160829,투자 단계 비공개,3500000000.0,,1,1,2017년 이전,1,IT
300000000.0,1,수도권,20110701,투자 단계 비공개,300000000.0,,1,1,2017년 이전,1,IT
80000000.0,0,수도권,20171026,투자 단계 비공개,80000000.0,,0,0,2017년 이후,1,None IT
1839999999.0,16,비수도권,20170130,Seed,39999999.0,,0,0,2017년 이후,1,None IT
1700000000.0,11,수도권,20200122,Seed,1700000000.0,,0,0,2017년 이후,14,None IT
100000000.0,2,수도권,20171101,Seed,100000000.0,,0,0,2017년 이전,1,IT
20000000.0,2,수도권,20150527,Seed,20000000.0,,0,0,2017년 이전,7,IT
1800000000.0,12,수도권,20191001,Seed,1200000000.0,,0,0,2017년 이후,9,None IT
50000000.0,0,수도권,20191001,투자 단계 비공개,50000000.0,,0,0,2017년 이후,22,IT
1500000000.0,16,수도권,20151120,투자 단계 비공개,1500000000.0,10000000000.0,1,1,2017년 이전,60,IT
1000000000.0,4,수도권,20170501,Seed,1000000000.0,,1,1,2017년 이전,1,IT
600000000.0,17,수도권,20171229,투자 단계 비공개,600000000.0,,0,1,2017년 이후,46,IT
21000000000.0,0,수도권,20060704,투자 단계 비공개,6000000000.0,,1,1,2017년 이전,27,IT
1850000000.0,1,수도권,20190104,Series B,,,0,0,2017년 이전,18,IT
2700000000.0,11,수도권,20180808,투자 단계 비공개,1500000000.0,,0,0,2017년 이전,17,IT
100000000.0,0,수도권,20150520,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,None IT
2000000000.0,0,수도권,20120301,투자 단계 비공개,2000000000.0,,1,0,2017년 이전,1,IT
850000000.0,9,수도권,20210801,투자 단계 비공개,500000000.0,,0,0,2017년 이후,1,IT
70000000.0,2,비수도권,20160304,Seed,50000000.0,60000000.0,0,0,2017년 이전,17,IT
10000000000.0,0,수도권,20160704,투자 단계 비공개,10000000000.0,,0,0,2017년 이후,15,IT
600000000.0,3,수도권,20211031,Angel,500000000.0,,0,0,2017년 이후,20,IT
600000000.0,1,수도권,20210630,Series A,,,1,1,2017년 이후,18,IT
4600000000.0,0,수도권,20121101,투자 단계 비공개,,,0,0,2017년 이전,31,IT
950000000.0,1,수도권,20140101,투자 단계 비공개,450000000.0,,0,1,2017년 이전,1,IT
3800000000.0,9,수도권,20180202,Series B,3800000000.0,,0,0,2017년 이전,21,IT
13500000000.0,71,수도권,20200924,Series B,10500000000.0,,1,1,2017년 이전,23,IT
2500000000.0,0,수도권,20210621,Series B,,,1,1,2017년 이전,10,IT
220000000.0,0,수도권,20140120,투자 단계 비공개,40000000.0,,1,1,2017년 이전,1,IT
70000000.0,1,수도권,20171004,Seed,,,0,0,2017년 이전,1,IT
590000000.0,1,비수도권,20190501,해당없음,590000000.0,,0,0,2017년 이전,9,None IT
600000000.0,1,수도권,20170331,Seed,600000000.0,,0,0,2017년 이후,38,IT
4350000000.0,1,수도권,20190401,투자 단계 비공개,400000000.0,,0,0,2017년 이후,1,None IT
3500000000.0,0,수도권,20210723,Series A,3000000000.0,,0,0,2017년 이후,14,IT
8200000000.0,7,비수도권,20190325,Seed,200000000.0,,0,0,2017년 이후,32,IT
300022800.0,16,수도권,20190930,Seed,300022800.0,,0,0,2017년 이전,26,IT
137000000.0,0,수도권,20180426,Angel,87000000.0,2000000000.0,1,1,2017년 이전,7,IT
3000000000.0,3,수도권,20190422,투자 단계 비공개,1500000000.0,,0,0,2017년 이후,14,IT
72000000.0,15,수도권,20170320,Seed,72000000.0,,1,1,2017년 이전,58,IT
600000000.0,0,수도권,20150323,Seed,100000000.0,,0,1,2017년 이전,12,IT
64000000.0,1,수도권,20210610,투자 단계 비공개,64000000.0,64000000.0,0,1,2017년 이후,2,None IT
300000000.0,4,수도권,20191201,투자 단계 비공개,300000000.0,,0,0,2017년 이후,22,IT
400000000.0,0,수도권,20111101,투자 단계 비공개,400000000.0,,1,0,2017년 이전,1,IT
146300000000.0,17,수도권,20160418,투자 단계 비공개,57000000000.0,,0,0,2017년 이전,1,IT
1000000000.0,1,수도권,20150729,투자 단계 비공개,1000000000.0,,0,1,2017년 이전,1,IT
12290000000.0,4,수도권,20211025,Series A,11000000000.0,,0,0,2017년 이후,18,None IT
8800000000.0,30,수도권,20140923,Seed,500000000.0,,0,0,2017년 이전,31,None IT
13700000000.0,20,수도권,20210524,Series A,2700000000.0,,1,1,2017년 이전,26,IT
1500000000.0,0,수도권,20150518,투자 단계 비공개,1500000000.0,,1,1,2017년 이전,1,IT
4350000000.0,1,수도권,20170327,투자 단계 비공개,4000000000.0,,0,1,2017년 이전,1,IT
200000000.0,0,수도권,20130227,투자 단계 비공개,200000000.0,,0,0,2017년 이전,1,IT
3500000000.0,7,수도권,20180919,투자 단계 비공개,,,0,0,2017년 이전,34,IT
700000000.0,3,수도권,20170823,투자 단계 비공개,100000000.0,,0,0,2017년 이후,30,None IT
15000000.0,0,수도권,20150801,투자 단계 비공개,5000000.0,,0,0,2017년 이전,1,None IT
1000000000.0,3,수도권,20200930,Seed,500000000.0,,1,1,2017년 이후,23,IT
120000000.0,0,수도권,20140916,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,IT
1500000000.0,0,수도권,20031118,투자 단계 비공개,1500000000.0,,0,0,2017년 이전,1,None IT
10000000000.0,8,수도권,20190611,투자 단계 비공개,,,0,0,2017년 이전,32,IT
259000000.0,0,수도권,20150801,투자 단계 비공개,50000000.0,,0,0,2017년 이전,1,IT
20000000.0,2,수도권,20180101,투자 단계 비공개,20000000.0,,0,0,2017년 이후,31,IT
100000000.0,0,수도권,20130312,투자 단계 비공개,100000000.0,,0,1,2017년 이전,1,IT
307998000.0,1,비수도권,20180614,투자 단계 비공개,199998000.0,,0,0,2017년 이전,12,IT
1500000000.0,6,수도권,20200629,Seed,1500000000.0,,1,1,2017년 이후,1,IT
900000000.0,1,수도권,20120801,투자 단계 비공개,400000000.0,,0,1,2017년 이전,1,IT
4500000000.0,1,수도권,20171229,투자 단계 비공개,3500000000.0,,0,0,2017년 이후,20,IT
6627000000.0,6,수도권,20160203,Angel,500000000.0,,0,0,2017년 이전,20,IT
4200000000.0,0,수도권,20101101,투자 단계 비공개,1200000000.0,,0,0,2017년 이전,1,IT
300000000.0,6,수도권,20191001,Seed,200000000.0,1500000000.0,0,0,2017년 이후,6,None IT
73000000.0,0,수도권,20090515,투자 단계 비공개,27000000.0,,1,0,2017년 이전,1,IT
130000000.0,0,수도권,20130101,투자 단계 비공개,30000000.0,,0,0,2017년 이전,1,None IT
714000000.0,0,비수도권,20150401,투자 단계 비공개,70000000.0,,0,0,2017년 이전,1,None IT
3500000000.0,4,수도권,20200320,Series A,3500000000.0,,1,1,2017년 이전,17,None IT
1350000000.0,0,수도권,20160711,투자 단계 비공개,1000000000.0,,1,1,2017년 이전,27,IT
1250000000.0,5,수도권,20181203,Seed,700000000.0,,0,0,2017년 이전,19,IT
300000000.0,2,수도권,20180823,Angel,50000000.0,,0,0,2017년 이후,1,None IT
300000000.0,1,수도권,20210113,Seed,300000000.0,,0,0,2017년 이후,8,IT
300000000.0,0,수도권,20130129,투자 단계 비공개,300000000.0,,1,0,2017년 이전,1,IT
5000000000.0,1,수도권,20210511,Series B,5000000000.0,120000000000.0,0,0,2017년 이후,11,IT
148000000.0,3,비수도권,20190801,투자 단계 비공개,45000000.0,,0,0,2017년 이후,20,IT
200000000.0,1,수도권,20130304,해당없음,200000000.0,,0,0,2017년 이후,1,None IT
3000000000.0,0,수도권,20170317,Series A,3000000000.0,33000000000.0,0,0,2017년 이전,11,IT
4800000000.0,2,수도권,20181020,Series A,1000000000.0,,1,1,2017년 이전,3,IT
40000000.0,0,수도권,20140714,투자 단계 비공개,40000000.0,,0,0,2017년 이전,1,IT
651437434.0,10,수도권,20210810,Seed,100000000.0,3000000000.0,0,0,2017년 이후,6,IT
5800000000.0,8,수도권,20210326,Series B,4000000000.0,,0,0,2017년 이후,1,IT
2330000000.0,6,수도권,20191230,투자 단계 비공개,1200000000.0,,0,0,2017년 이전,30,IT
100000000.0,16,수도권,20191111,투자 단계 비공개,100000000.0,,1,1,2017년 이후,30,IT
200000000.0,0,비수도권,20150601,투자 단계 비공개,200000000.0,,0,0,2017년 이전,1,None IT
14800000000.0,3,수도권,20201116,Series B,8000000000.0,,0,0,2017년 이전,11,IT
50000000.0,0,수도권,20150101,투자 단계 비공개,50000000.0,,0,0,2017년 이전,1,IT
3100000000.0,5,수도권,20211118,Series A,2000000000.0,,0,0,2017년 이후,15,IT
100000000.0,12,수도권,20200604,Angel,100000000.0,,1,1,2017년 이전,16,IT
2000000000.0,36,수도권,20201209,Series A,2000000000.0,,0,0,2017년 이후,33,IT
16100000000.0,4,수도권,20211029,Series A,14000000000.0,,0,0,2017년 이전,34,IT
5500000000.0,12,수도권,20170608,해당없음,500000000.0,,1,1,2017년 이전,24,IT
165000000.0,0,수도권,20170704,Seed,65000000.0,,0,0,2017년 이전,6,None IT
13300000000.0,9,수도권,20211104,Series A,13300000000.0,,0,0,2017년 이전,22,IT
947000000.0,0,수도권,20151001,투자 단계 비공개,17000000.0,,0,0,2017년 이전,1,None IT
5000000000.0,1,수도권,20140121,투자 단계 비공개,5000000000.0,,1,1,2017년 이전,14,IT
500000000.0,2,수도권,20160111,Seed,500000000.0,,0,1,2017년 이전,1,IT
1400000000.0,5,수도권,20210623,해당없음,500000000.0,,1,1,2017년 이후,18,IT
28000000.0,3,수도권,20200910,해당없음,2000000.0,,0,0,2017년 이후,22,IT
340000000.0,1,수도권,20140801,투자 단계 비공개,60000000.0,,0,0,2017년 이전,1,IT
1000000000.0,0,수도권,20130128,투자 단계 비공개,1000000000.0,,1,1,2017년 이전,1,IT
30000000.0,0,수도권,20151019,Seed,30000000.0,,1,1,2017년 이전,9,IT
5500000000.0,1,수도권,20121218,투자 단계 비공개,3500000000.0,,1,1,2017년 이전,1,IT
800000000.0,3,수도권,20160801,Series A,,,1,1,2017년 이전,17,IT
2100000000.0,2,비수도권,20180420,Seed,400000000.0,,1,1,2017년 이전,1,IT
500000000.0,7,수도권,20170506,Seed,,,1,1,2017년 이전,23,IT
500000000.0,0,수도권,20140501,Seed,100000000.0,,1,1,2017년 이전,1,IT
6380000000.0,12,수도권,20180330,Seed,1380000000.0,,0,0,2017년 이후,9,IT
18700000000.0,52,수도권,20210226,Series B,14700000000.0,,1,1,2017년 이전,29,IT
4000000000.0,26,수도권,20190415,Seed,4000000000.0,,0,0,2017년 이후,22,None IT
1000000000.0,20,수도권,20170302,투자 단계 비공개,1000000000.0,,0,0,2017년 이전,17,IT
1300000000.0,3,수도권,20180125,투자 단계 비공개,,,0,1,2017년 이전,1,IT
1599975890.0,2,수도권,20181201,투자 단계 비공개,500000000.0,,0,0,2017년 이후,33,IT
74000000000.0,12,수도권,20170727,투자 단계 비공개,24000000000.0,,0,0,2017년 이전,54,IT
2500000000.0,9,수도권,20200601,Series A,2500000000.0,,0,0,2017년 이전,7,IT
25600000000.0,4,수도권,20170501,Series A,2000000000.0,,0,0,2017년 이전,32,None IT
35000000.0,0,수도권,20130701,투자 단계 비공개,35000000.0,,0,1,2017년 이전,1,IT
7540000000.0,2,수도권,20200320,Series A,2000000000.0,,1,1,2017년 이전,27,None IT
108350000.0,0,수도권,20110601,투자 단계 비공개,108350000.0,,1,0,2017년 이전,1,IT
280000000.0,3,수도권,20210209,Seed,80000000.0,,0,0,2017년 이후,7,IT
730000000.0,8,수도권,20200214,투자 단계 비공개,230000000.0,,0,0,2017년 이후,24,IT
150000000.0,0,수도권,20180719,투자 단계 비공개,150000000.0,200000000.0,0,0,2017년 이후,37,IT
800000000.0,4,수도권,20200701,해당없음,500000000.0,,0,0,2017년 이후,32,None IT
7000000000.0,16,수도권,20160108,Seed,,,1,1,2017년 이전,18,IT
1050000000.0,7,수도권,20210112,투자 단계 비공개,350000000.0,,0,0,2017년 이전,17,IT
270000000.0,2,수도권,20180605,Seed,250000000.0,,0,0,2017년 이전,22,IT
9110360575.0,4,수도권,20191113,투자 단계 비공개,780000000.0,,0,0,2017년 이전,11,IT
3000000000.0,17,수도권,20210301,Series A,3000000000.0,,1,1,2017년 이전,43,IT
500000000.0,0,수도권,20150903,투자 단계 비공개,500000000.0,,1,1,2017년 이전,1,IT
2100000000.0,0,수도권,20140701,투자 단계 비공개,1000000000.0,,1,1,2017년 이전,1,IT
800000000.0,3,수도권,20200309,Series A,500000000.0,8000000000.0,0,0,2017년 이전,1,IT
110000000.0,10,수도권,20160919,Seed,110000000.0,,0,0,2017년 이전,12,None IT
1110000000.0,7,비수도권,20200916,투자 단계 비공개,800000000.0,,0,0,2017년 이전,25,IT
30000000.0,0,비수도권,20150601,투자 단계 비공개,30000000.0,,0,0,2017년 이전,1,IT
310000000.0,2,수도권,20140601,Angel,100000000.0,,1,1,2017년 이전,10,IT
210000000.0,0,수도권,20190501,Angel,70000000.0,2000000000.0,0,0,2017년 이후,1,None IT
3130000000.0,1,수도권,20180501,Series A,130000000.0,,0,0,2017년 이전,9,None IT
21700000000.0,5,수도권,20150922,Series A,1700000000.0,,0,0,2017년 이전,1,IT
500000000.0,0,비수도권,20210415,Seed,,,0,0,2017년 이후,27,IT
8407977600.0,1,수도권,20161201,투자 단계 비공개,1569994800.0,,0,0,2017년 이전,17,IT
2000000000.0,3,수도권,20150805,투자 단계 비공개,2000000000.0,,1,1,2017년 이전,28,IT
775000000.0,3,수도권,20200831,투자 단계 비공개,500000000.0,,1,1,2017년 이후,31,IT
1260000000.0,10,수도권,20211001,Seed,420000000.0,,0,0,2017년 이후,24,IT
500000000.0,0,수도권,20130901,Seed,500000000.0,,1,0,2017년 이전,1,IT
100000000.0,5,수도권,20190315,Seed,100000000.0,,0,0,2017년 이후,14,IT
100000000.0,0,수도권,20151001,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,None IT
100000000.0,1,수도권,20201111,투자 단계 비공개,100000000.0,1000000000.0,0,0,2017년 이후,1,None IT
1000000000.0,0,수도권,20170131,Angel,1000000000.0,2000000000.0,0,0,2017년 이전,20,IT
115000000.0,15,비수도권,20130630,투자 단계 비공개,115000000.0,,1,1,2017년 이후,1,IT
45000000.0,3,수도권,20211013,Seed,,,0,0,2017년 이후,13,IT
2000000000.0,5,수도권,20200601,Seed,,,1,1,2017년 이후,23,IT
500000000.0,2,수도권,20181213,Seed,500000000.0,,0,0,2017년 이후,18,IT
4500000000.0,6,수도권,20171215,투자 단계 비공개,,,0,0,2017년 이후,6,None IT
1360000000.0,3,수도권,20181010,해당없음,660000000.0,,1,1,2017년 이전,1,IT
9500000000.0,0,수도권,20160104,투자 단계 비공개,3500000000.0,,0,0,2017년 이전,10,None IT
500000000.0,4,수도권,20190501,투자 단계 비공개,500000000.0,,0,0,2017년 이후,1,None IT
2000000.0,8,수도권,20190708,투자 단계 비공개,,,0,0,2017년 이전,15,IT
99800000000.0,7,수도권,20160324,Series A,3000000000.0,,0,1,2017년 이전,11,IT
163750000.0,0,수도권,20161108,투자 단계 비공개,163750000.0,,1,1,2017년 이전,2,IT
600000000.0,0,수도권,20161128,투자 단계 비공개,,,0,0,2017년 이전,16,IT
840000000.0,0,수도권,20140101,투자 단계 비공개,600000000.0,,0,0,2017년 이전,1,IT
70000000.0,1,수도권,20190412,Angel,50000000.0,250000000.0,0,0,2017년 이후,1,None IT
100000000.0,0,수도권,20140601,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,IT
95000000000.0,11,비수도권,20171222,투자 단계 비공개,20000000000.0,,1,1,2017년 이전,1,IT
1447250000.0,0,수도권,20200519,투자 단계 비공개,1447250000.0,,0,0,2017년 이후,3,None IT
430000000.0,0,수도권,20120801,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,IT
16000000000.0,8,수도권,20210309,Series A,11000000000.0,,0,0,2017년 이후,15,IT
100000000.0,0,수도권,20120227,Angel,100000000.0,,0,0,2017년 이전,1,IT
320000000.0,2,수도권,20200506,투자 단계 비공개,300000000.0,,0,0,2017년 이후,16,IT
300000000.0,0,수도권,20140203,투자 단계 비공개,300000000.0,,1,1,2017년 이전,1,IT
100000000.0,3,수도권,20180319,투자 단계 비공개,100000000.0,,0,0,2017년 이후,1,IT
1100000000.0,2,수도권,20191223,투자 단계 비공개,1100000000.0,,0,1,2017년 이후,19,IT
9400000000.0,14,수도권,20160731,Series A,1400000000.0,,0,0,2017년 이전,17,IT
1000000000.0,0,수도권,20180913,투자 단계 비공개,1000000000.0,,0,0,2017년 이후,1,IT
2900000000.0,19,수도권,20191007,투자 단계 비공개,2000000000.0,,0,0,2017년 이후,12,IT
2500000000.0,0,수도권,20120901,투자 단계 비공개,2000000000.0,,0,1,2017년 이전,1,IT
1000000000.0,1,비수도권,20210524,투자 단계 비공개,1000000000.0,,0,0,2017년 이후,1,IT
150000000.0,0,수도권,20190306,Seed,150000000.0,1500000000.0,0,0,2017년 이후,1,IT
4399000000.0,19,수도권,20170425,투자 단계 비공개,,,1,1,2017년 이전,7,IT
5000000.0,1,비수도권,20170110,투자 단계 비공개,5000000.0,,0,0,2017년 이전,1,IT
3125000000.0,21,수도권,20191224,Series A,2400000000.0,,0,0,2017년 이전,31,IT
500000000.0,0,수도권,20120530,투자 단계 비공개,500000000.0,,0,0,2017년 이전,1,IT
2500000000.0,0,수도권,20180402,Series A,1500000000.0,,0,0,2017년 이전,1,IT
1350000000.0,10,수도권,20181001,해당없음,100000000.0,,0,0,2017년 이후,19,IT
100000000.0,0,수도권,20120701,Series B,100000000.0,,0,0,2017년 이전,1,None IT
400000000.0,0,수도권,20160809,투자 단계 비공개,,,0,0,2017년 이전,15,IT
8200000000.0,6,수도권,20210630,Series A,3500000000.0,,1,1,2017년 이후,27,None IT
400000000.0,3,수도권,20170520,투자 단계 비공개,100000000.0,1000000000.0,0,0,2017년 이전,16,IT
1250000000.0,5,수도권,20160125,투자 단계 비공개,1250000000.0,,0,0,2017년 이전,18,IT
4300000000.0,36,수도권,20211101,해당없음,,,0,0,2017년 이후,17,IT
230000000.0,1,수도권,20170901,Seed,30000000.0,,0,0,2017년 이전,3,None IT
40900000000.0,5,수도권,20190215,Series D,18500000000.0,,0,0,2017년 이전,13,IT
2100000000.0,12,수도권,20180601,Seed,,,0,0,2017년 이후,8,None IT
150000000.0,7,수도권,20201217,Seed,150000000.0,,0,0,2017년 이후,13,IT
600000000.0,0,수도권,20141231,투자 단계 비공개,600000000.0,,1,1,2017년 이전,1,IT
520000000.0,9,수도권,20210317,Angel,520000000.0,,1,1,2017년 이후,37,None IT
176500000000.0,5,수도권,20131230,Angel,500000000.0,,0,0,2017년 이전,24,IT
20000000.0,0,수도권,20200305,투자 단계 비공개,20000000.0,250000000.0,0,0,2017년 이후,14,IT
1710000000.0,0,수도권,20150101,투자 단계 비공개,1000000000.0,,0,0,2017년 이전,1,IT
200000000.0,0,수도권,20150618,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,None IT
1000000000.0,10,수도권,20201030,Series A,500000000.0,,0,0,2017년 이후,30,IT
4000000000.0,6,수도권,20190107,Series A,500000000.0,,1,1,2017년 이후,17,IT
5500000000.0,1,수도권,20150914,투자 단계 비공개,3500000000.0,,1,1,2017년 이전,1,IT
4000000000.0,33,수도권,20181031,Series A,4000000000.0,,1,1,2017년 이전,57,IT
1500000000.0,2,수도권,20150701,투자 단계 비공개,1000000000.0,,0,0,2017년 이전,1,IT
10300000000.0,17,수도권,20200324,Series A,3000000000.0,,1,1,2017년 이후,22,IT
120000000.0,0,수도권,20160201,Seed,120000000.0,,0,0,2017년 이전,9,IT
110000000000.0,4,수도권,20160622,투자 단계 비공개,50000000000.0,,1,1,2017년 이전,30,IT
1200000000.0,1,수도권,20151126,투자 단계 비공개,1200000000.0,,0,0,2017년 이전,21,IT
12828000000.0,4,수도권,20160301,Angel,240000000.0,,1,1,2017년 이전,27,IT
300000000.0,12,수도권,20210304,Seed,300000000.0,,1,1,2017년 이후,23,IT
2100000000.0,5,수도권,20181224,투자 단계 비공개,,,0,0,2017년 이후,22,IT
5570000000.0,3,수도권,20200227,Series A,4000000000.0,,0,0,2017년 이전,13,IT
1120000000.0,0,수도권,20150101,투자 단계 비공개,500000000.0,,0,1,2017년 이전,74,IT
100000000.0,14,수도권,20210901,투자 단계 비공개,100000000.0,,0,1,2017년 이후,19,None IT
18500000000.0,4,수도권,20200828,Series A,6000000000.0,,0,0,2017년 이전,42,IT
20000000.0,0,수도권,20090101,투자 단계 비공개,20000000.0,,0,0,2017년 이전,1,IT
96000000.0,0,수도권,20210201,투자 단계 비공개,96000000.0,,0,1,2017년 이후,8,IT
1020000000.0,5,수도권,20210801,해당없음,500000000.0,,0,0,2017년 이후,24,IT
50000000.0,1,수도권,20210518,투자 단계 비공개,,,0,0,2017년 이후,9,None IT
4500000000.0,2,수도권,20210504,Series A,4000000000.0,36000000000.0,1,1,2017년 이후,10,None IT
1600000000.0,3,수도권,20210913,Series A,1300000000.0,,0,0,2017년 이후,11,IT
170000000.0,0,수도권,20211001,투자 단계 비공개,170000000.0,,0,0,2017년 이후,16,None IT
700000000.0,9,수도권,20191206,투자 단계 비공개,,,0,0,2017년 이전,24,IT
5000000000.0,16,수도권,20191017,Series A,5000000000.0,,0,0,2017년 이후,21,None IT
210000000.0,0,수도권,20160126,투자 단계 비공개,100000000.0,,1,1,2017년 이전,17,IT
2000000000.0,1,수도권,20200729,Series A,2000000000.0,,0,0,2017년 이후,1,IT
6000000000.0,0,수도권,20141022,투자 단계 비공개,1000000000.0,,0,0,2017년 이전,19,IT
4000000000.0,18,수도권,20121201,투자 단계 비공개,1000000000.0,,0,0,2017년 이전,35,IT
4000000000.0,5,수도권,20110629,투자 단계 비공개,4000000000.0,,1,1,2017년 이전,1,IT
40000000.0,0,수도권,20140701,투자 단계 비공개,40000000.0,,0,0,2017년 이전,1,IT
7700000000.0,18,수도권,20200203,Series A,6500000000.0,,1,1,2017년 이전,17,IT
20500000000.0,1,수도권,20190405,Series B,15000000000.0,,0,0,2017년 이전,1,None IT
500000000.0,1,수도권,20201030,투자 단계 비공개,500000000.0,,1,1,2017년 이후,4,IT
930000000.0,2,수도권,20190601,Angel,200000000.0,,0,0,2017년 이후,11,IT
10000000.0,8,수도권,20200901,해당없음,,,0,0,2017년 이후,14,IT
445000000.0,5,수도권,20160217,Angel,445000000.0,,0,0,2017년 이전,1,None IT
22680000000.0,5,수도권,20150703,Seed,600000000.0,,0,0,2017년 이전,1,IT
2503270000.0,1,수도권,20181203,Angel,2160000000.0,24000000000.0,0,0,2017년 이전,18,IT
2096997500.0,2,수도권,20190410,Seed,150000000.0,150000000.0,0,0,2017년 이후,12,IT
135000000.0,3,수도권,20171230,투자 단계 비공개,30000000.0,,0,0,2017년 이전,1,None IT
15000000000.0,7,수도권,20201117,Series A,3000000000.0,,0,0,2017년 이후,1,None IT
16800000000.0,23,수도권,20181206,Seed,800000000.0,,0,0,2017년 이후,11,IT
600000000.0,0,비수도권,20170724,Seed,600000000.0,2700000000.0,0,0,2017년 이전,13,IT
1500000000.0,4,수도권,20190709,Seed,,,0,0,2017년 이후,16,IT
600000000.0,8,수도권,20210915,투자 단계 비공개,400000000.0,,0,0,2017년 이후,24,IT
3100000000.0,17,수도권,20170428,Series A,2100000000.0,,1,1,2017년 이전,1,IT
30000000.0,0,비수도권,20160120,Angel,30000000.0,,0,0,2017년 이전,11,IT
1000000000.0,0,수도권,20140311,투자 단계 비공개,1000000000.0,,0,0,2017년 이전,1,IT
15800000.0,0,수도권,20160926,투자 단계 비공개,15800000.0,,0,0,2017년 이후,1,None IT
600000000.0,8,수도권,20160728,투자 단계 비공개,100000000.0,,0,0,2017년 이전,48,IT
500000000.0,0,수도권,20160202,투자 단계 비공개,500000000.0,,0,0,2017년 이전,15,IT
3650000000.0,1,수도권,20130417,Seed,50000000.0,,0,0,2017년 이전,20,IT
100000000.0,0,수도권,20141201,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,IT
10150000000.0,3,수도권,20170404,Seed,1350000000.0,,1,1,2017년 이전,64,IT
30000600.0,0,비수도권,20191016,Seed,30000600.0,560000000.0,0,0,2017년 이후,15,IT
3075000000.0,2,수도권,20200303,투자 단계 비공개,150000000.0,,1,1,2017년 이전,18,IT
700000000.0,31,수도권,20160620,Angel,700000000.0,,1,1,2017년 이전,36,IT
1100000000.0,1,수도권,20140109,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,IT
1300000000.0,11,비수도권,20180701,투자 단계 비공개,,,0,0,2017년 이전,1,IT
55058000.0,3,수도권,20170831,투자 단계 비공개,3750000.0,,0,0,2017년 이후,1,None IT
1300000000.0,1,수도권,20151231,투자 단계 비공개,,,0,0,2017년 이전,1,IT
300000000.0,0,수도권,20120823,투자 단계 비공개,300000000.0,,0,0,2017년 이전,1,IT
600000000.0,0,수도권,20160101,Seed,600000000.0,,0,0,2017년 이전,6,IT
600000000.0,22,수도권,20171205,투자 단계 비공개,600000000.0,,1,1,2017년 이후,44,IT
5000000000.0,1,수도권,20190809,투자 단계 비공개,5000000000.0,,0,0,2017년 이전,15,IT
300000000.0,0,수도권,20181030,Seed,300000000.0,1800000000.0,0,0,2017년 이후,9,None IT
220000000.0,4,수도권,20200928,Seed,220000000.0,,0,0,2017년 이후,4,IT
3300000000.0,12,수도권,20120801,투자 단계 비공개,800000000.0,,1,1,2017년 이전,20,IT
1200000000.0,1,수도권,20181201,투자 단계 비공개,700000000.0,7000000000.0,1,1,2017년 이전,21,None IT
2000000000.0,0,수도권,20110301,투자 단계 비공개,2000000000.0,,1,1,2017년 이전,1,IT
1300000000.0,9,수도권,20200401,Seed,,,1,1,2017년 이후,15,None IT
100000000.0,0,수도권,20130117,Angel,100000000.0,,1,1,2017년 이전,1,None IT
200000000.0,0,수도권,20130108,투자 단계 비공개,200000000.0,,1,1,2017년 이전,1,IT
350000000.0,0,수도권,20130831,Seed,350000000.0,,0,0,2017년 이전,1,IT
29200000000.0,110,수도권,20161118,투자 단계 비공개,1500000000.0,,1,1,2017년 이전,19,IT
3700000000.0,0,수도권,20150212,투자 단계 비공개,2000000000.0,,0,0,2017년 이전,29,IT
360000000.0,0,수도권,20131201,투자 단계 비공개,100000000.0,,0,0,2017년 이전,1,None IT
3400000000.0,14,수도권,20210701,Series A,3000000000.0,,1,1,2017년 이후,15,None IT
1800000000.0,8,수도권,20200122,투자 단계 비공개,300000000.0,,0,0,2017년 이후,2,None IT
200000000.0,0,비수도권,20150701,투자 단계 비공개,200000000.0,,0,0,2017년 이전,1,None IT
480000000.0,3,수도권,20210413,Seed,400000000.0,,0,0,2017년 이후,5,None IT
5200000000.0,9,수도권,20150915,투자 단계 비공개,3000000000.0,,1,1,2017년 이전,17,IT
33000000000.0,4,수도권,20160727,투자 단계 비공개,20000000000.0,,1,1,2017년 이전,17,IT
500000000.0,1,수도권,20200703,Angel,300000000.0,,0,0,2017년 이후,30,IT
100000000.0,2,수도권,20171222,Seed,100000000.0,1250000000.0,0,0,2017년 이후,6,IT
50000000.0,0,수도권,20170520,Seed,50000000.0,,0,0,2017년 이후,5,None IT
