투자일련번호,기업일련번호,투자일자,투자단계명,투자금액,기업가치금액,투자유치비고,보도자료발행사명,보도자료제목,보도자료url,투자기관번호
2221,20656,20111114,투자 단계 비공개,1800000000,,보통주,,삼성물산|| 반도체 팹리스 '넷솔'에 18억 투자                                                                                                                                                                                                                                                                                  ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201111140100018970000860&svccode=03&page=93,7097
7175,80109,20200603,Series A,4500000000,,,벤쳐스퀘어,,https://www.venturesquare.net/809928,25805||6264||7846||88893||7779||5466
4435,35449,20180214,Seed,,,,시사저널e,[인터뷰] 엄정한 컴퍼니비 대표 “스타트업|| 해외 현지 유통망 잘 잡아야”                                                                                                                                                                                                                                                                   ,http://www.sisajournal-e.com/biz/article/185219,73390
2202,20663,20110111,투자 단계 비공개,500000000,,,,스톤브릿지|| 소셜게임 3개사에 총 13억 투자                                                                                                                                                                                                                                                                                   ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=84941&svccode=03&page=99,7704
3224,12754,20150909,투자 단계 비공개,1199575200,,,,,,7703
8577,4885,20210330,Series A,2000000000,,,플래텀,개인 맞춤형 홈트레이닝 스타트업 ‘홈핏’|| 20억 규모 투자유치                                                                                                                                                                                                                                                                         ,https://platum.kr/archives/160399,7716||7729||12812
7892,133864,20200103,투자 단계 비공개,2700000000,,,,,,8032
3111,28224,20170302,Seed,,,,,,,7823
7894,133864,20191220,투자 단계 비공개,999975000,,,,,,6036
1813,8939,20160809,Series A,4000000000,,,플래텀,샌드박스 네트워크|| 컴퍼니케이파트너스  케이런벤처스로부터 40억원 규모 추가 투자유치 Posted by: 손 요한  2016/08/09	in Investment                                                                                                                                                                                                                  ,http://platum.kr/archives/64577,7726||20875
5457,89947,20171106,Series A,3720000000,,,techinasia,These Palantir and Grab alumni chose Singapore for their cyber security startup                                                                                                                                                                                                                             ,https://www.techinasia.com/horangi-cyber-security-profile,
8217,139446,20191122,Seed,,,,,,https://www.allsoori.com,
8430,138620,20130304,해당없음,200000000,,,,,,7758||7747
4177,71883,20170824,투자 단계 비공개,5000000,30000000,,,,,15012
8278,80392,20180101,투자 단계 비공개,,,,,,,
2067,19063,20060617,투자 단계 비공개,12000000000,,,,애니메이션사 ''오콘'' 100억 투자유치                                                                                                                                                                                                                                                                                     ,http://www.segye.com/content/html/2006/06/17/20060617000101.html,7913
3809,26298,20171228,투자 단계 비공개,,,,플래텀,쇼핑몰 솔루션 스타트업 ‘식스샵’|| 신한카드로부터 투자 유치                                                                                                                                                                                                                                                                           ,http://platum.kr/archives/94234,11403
2544,14865,20160705,투자 단계 비공개,700000000,,,와디즈,자연을 모방한 미래 ICT 농장 팜잇 2호                                                                                                                                                                                                                                                                                     ,https://www.wadiz.kr/web/ftcampaign/detail/405,1331
1786,15235,20160517,투자 단계 비공개,,,,,,,
8867,132729,20210501,투자 단계 비공개,39780000,,,,,,150610
4927,85110,20180920,투자 단계 비공개,500000000,,,,,,404||505
5262,2004,20180202,투자 단계 비공개,,,,,,,
468,4160,20160101,Seed,600000000,,,,,,18188||19609||13080||1670
624,7945,20140722,투자 단계 비공개,15000000000,160000000000,,플래텀,옐로모바일의 자회사 옐로디지털마케팅|| 설립 후 4개월만에 1||600억 기업가치로 150억원 투자 유치!                                                                                                                                                                                                                                                   ,http://platum.kr/archives/24405,7812||6821
5331,8939,20190131,Series C,25000000000,,,플래텀,MCN 기업 샌드박스네트워크|| 250억 규모 신규 투자 유치…누적 400억 원                                                                                                                                                                                                                                                                 ,https://platum.kr/archives/115622,90551||90552||7812||89193
257,1398,20131007,투자 단계 비공개,300000000,,중견업체의 투자,,,,
8567,146213,20201124,Seed,,,,,,,18959
6044,93770,20190329,Seed,100000000,300000000,,,,,
8799,75556,20210602,Series A,2100000000,22000000000,,머니투데이,에이치에너지|| KB인베스트먼트 등으로부터 시리즈A 투자 유치                                                                                                                                                                                                                                                                           ,https://news.mt.co.kr/mtview.php?no=2021060709565648368,7858||132152
722,249,20150825,투자 단계 비공개,41900000000,,,플래텀,요기요|| 딜리버리히어로로부터 419억 추가 투자 유치                                                                                                                                                                                                                                                                               ,http://platum.kr/archives/44980,7786
5564,32331,20180131,투자 단계 비공개,,,,,,,
3764,19569,20171130,투자 단계 비공개,200000000,,,,,,
2411,20464,20141212,투자 단계 비공개,10000000000,,유상증자|| 사모전환사채,,인터베스트|| 인공관절업체 코렌텍에 100억 투자                                                                                                                                                                                                                                                                                  ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201412120100023910001503&svccode=03&page=239,7755
3630,38125,20171107,Angel,,,,,,,1339
4191,2866,20180416,Series B,25000000000,,라인벤처스|| 네이버|| 신한은행|| TS 인베스트먼트,,핀테크 스타트업 밸런스히어로|| 250억원 추가 투자 유치                                                                                                                                                                                                                                                                             ,http://www.yonhapnews.co.kr/bulletin/2018/04/16/0200000000AKR20180416052600017.HTML?input=1195m,5466||8034||7860||76881
6983,119162,20200406,Seed,50000000,550000000,,,,,1210
8878,26297,20210422,투자 단계 비공개,,,,,,,117765||17481
5056,77055,20180629,Seed,500000000,,,,,,7719
2271,20614,20121122,투자 단계 비공개,4100000000,,,,소프트뱅크|| 토즈스터디센터에 41억 투자                                                                                                                                                                                                                                                                                      ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201211220100034250001876&svccode=03&page=81,7696
5384,33396,20150114,투자 단계 비공개,,,,,,,
5006,28206,20181025,Seed,900000000,,"총 9억 규모 투자·보증 유치 : 스타트업 4.0 프로그램 1|| 2차년도 연구개발(Warm-up)",,,,12812
1032,3705,20160501,Angel,,,,,,,
5679,4090,20181207,투자 단계 비공개,,,,,,,31674
2655,24956,20161213,투자 단계 비공개,,,,중앙일보,"1% 수수료로 송금하세요"…핀테크 스타트업 소다트랜스퍼                                                                                                                                                                                                                                                                             ,http://www.koreadaily.com/news/read.asp?art_id=4520577,
4818,27555,20180302,해당없음,,,,,,,549
1609,616,20130601,투자 단계 비공개,,,엔젤투자,,,,1210
5078,7760,20181101,투자 단계 비공개,80000000,,,,,,7760
6209,36174,20190909,Series B,1000000000,,,,,,24286
8616,2344,20180401,Series A,6000000000,,,,,,
1677,20331,20100901,투자 단계 비공개,,,지분투자 /신주 인수,,,,7200
8793,98539,20210317,Angel,520000000,,,,,,1199
3506,21035,20170825,Seed,,,,,,,1199
5772,83830,20181001,Series A,3000000000,,,,,,
1747,3896,20151215,투자 단계 비공개,,,,,,,19619
5797,3360,20190216,투자 단계 비공개,3500000000,,,,,,82526||20691||7833||16101
5307,90302,20181213,Pre-IPO,25200000000,,구진완 앤앤컴퍼니 대표는 "새마을휘트니스가 추구하고 있는 혁신적 피트니스사업 모델의 성장 가능성을 기관 투자자들로부터 인정받았다는 데 의미가 있다"고 말했다. 그는 "2020년까지 매출 1100억원|| 영업이익률 15%를 목표로 하고 있다"며 "2021년 코스닥에 상장해 국내 1위 피트니스 전문기업의 위상을 확고히 하겠다"고 밝혔다.,머니투데이,새마을휘트니스 운영 앤앤컴퍼니|| 252억 기관투자 유치                                                                                                                                                                                                                                                                              ,http://news.mt.co.kr/mtview.php?no=2018121315131292519,90303||90304||7705||7901
4264,12513,20170609,Angel,,,,,,,41248
1040,5571,20150501,투자 단계 비공개,350000000,,(2015) 소프트웨어 스타랩 (UX 시스템소프트웨어 개발)|| 2022년까지 매년 과제 진행,ZDNET,국내SW 기술력|| 미국 80%수준까지 올린다                                                                                                                                                                                                                                                                                    ,http://www.zdnet.co.kr/news/news_view.asp?artice_id=20150412134910,14518
2167,14917,20100114,투자 단계 비공개,1500000000,,전환사채,,케이넷투자|| 모비클에 15억원 투자                                                                                                                                                                                                                                                                                         ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=66988&svccode=03&page=104,16705
3221,12754,20141211,투자 단계 비공개,1999998000,,[2014.12.11]|| [2015.01.23],,,,7703
538,5223,20150527,Seed,20000000,,MVP 제작,,,,
6604,18447,20180927,투자 단계 비공개,1000000,,,,,,
4893,84529,20140415,투자 단계 비공개,30000000,,,,,,
272,1578,20121001,Angel,150000000,, ,,,,
3409,29399,20170216,투자 단계 비공개,2000000000,,,,더웰스인베스트|| '피피비 스튜디오스' 투자                                                                                                                                                                                                                                                                                     ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201702130100026200001598,32330
3440,14149,20170907,Series A,2300000000,,,,,,73004||25616||7717
5535,72208,20190110,투자 단계 비공개,200000000,,,,,,12812
2794,26291,20170310,Seed,1500000000,,무상환 보조 투자금,,,,26730
243,1304,20130701,투자 단계 비공개,50000000,,2013년 청년창업지원사업 선정,,,,
4055,73785,20180305,Angel,,,,,,,
4423,80020,20171124,투자 단계 비공개,,,,파이낸셜뉴스,KT|| 4차원 특수영상제작 스타트업 ‘포디리플레이’에 100만달러 투자                                                                                                                                                                                                                                                                     ,http://www.fnnews.com/news/201711261217360775,
4788,78811,20180901,Seed,,,,,,,7824||29763
2597,1984,20151230,Seed,,,,,,,
6011,34772,20150521,Angel,,,,,,,15307
1212,14108,20160425,투자 단계 비공개,200000000,,,플래텀,영수증 찍는 가계부 ‘레픽’|| 2억원 투자 유치                                                                                                                                                                                                                                                                                  ,http://platum.kr/archives/58713,16947||16948||8460
5196,76859,20180903,투자 단계 비공개,,,,,,,
6514,108829,20191128,Seed,,,,,,,
5674,89768,20190311,투자 단계 비공개,,,,,,,1670
4678,15466,20180615,투자 단계 비공개,,,,,,,
7426,104405,20180621,Seed,,,,,,,549
7655,33644,20190118,투자 단계 비공개,400000000,,,플래텀,온라인 마음관리 서비스 ‘마인딩’|| 본엔젤스-스프링캠프로부터 4억 투자 유치                                                                                                                                                                                                                                                                  ,https://platum.kr/archives/115434,1875||20737
719,8730,20150731,투자 단계 비공개,,,,,,,
8722,140032,20210601,Seed,150000000,,,,,,16964
7460,100099,20200813,해당없음,300000000,,Young Start-up보증,,,,12812
7898,133864,20171109,투자 단계 비공개,1000000000,,,,,,7747
8056,12226,20190906,투자 단계 비공개,,,,,,,95334
7514,111307,20200827,Seed,100000000,,Seed(시드투자),,,,7724
8984,121123,20210422,Seed,50000000,5050000000,전) 카카오 인사총괄 부사장,,,,
6832,116490,20190601,Series A,,,,플래텀,네이콘|| 인플루언서 광고 플랫폼으로 프리시리즈A 투자유치                                                                                                                                                                                                                                                                             ,https://platum.kr/archives/123832,77848
3254,22766,20170705,투자 단계 비공개,,,,,,,7783
3517,18477,20170818,Series A,1200000000,,,조선비즈,박소령 퍼블리 대표 "디지털 콘텐츠 출판|| 품질만큼 사용자 편의성·데이터분석 중요"                                                                                                                                                                                                                                                              ,http://biz.chosun.com/site/data/html_dir/2017/10/15/2017101500516.html,7703||3422||14210||7737
503,4817,20150301,투자 단계 비공개,10000000,,사무실 임대|| 직원 월급|| 기타 기물,,,,
3233,31865,20151103,투자 단계 비공개,1000000000,,빅데이터 얼라이언스 제휴,,,,31869
347,2528,20140210,Seed,400000000,,,,,,1875
5007,77733,20181001,투자 단계 비공개,,,,,,,8954
5620,94504,20180428,투자 단계 비공개,,,,,,,1670
4600,31889,20180702,투자 단계 비공개,,,,,,,
4266,19671,20171101,투자 단계 비공개,7000000,,2017 소셜벤처 경연대회 상금 (고용노동부 장관상),,,,14075
1932,11846,20000307,투자 단계 비공개,6630000000,,신주인수,,서울대 바이오 벤처기업|| 일본 생명공학기업로부터 투자유치                                                                                                                                                                                                                                                                             ,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0000197085,21636
4115,17101,20160601,투자 단계 비공개,,,,,,,7719
1449,20192,20150101,투자 단계 비공개,240000000,,,,,,6814
4784,83788,20170601,투자 단계 비공개,,,,Platum,네오플라이|| 2017년 스타트업 투자 성과 발표                                                                                                                                                                                                                                                                                  ,https://platum.kr/archives/93749,1670
2211,20660,20110311,투자 단계 비공개,3000000000,,상환전환우선주|| 전환사채,,키움인베스트|| AM테크놀로지에 15억원 투자                                                                                                                                                                                                                                                                                    ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=87823&svccode=03&page=98,7859||7725
6603,31346,20191220,투자 단계 비공개,150000000,,,,,,12812
7751,131775,20201020,Seed,300000000,,,,,,
6241,94295,20190730,투자 단계 비공개,,,,벤처스퀘어,하우스키핑 서비스 ‘이웃벤처’ 11억 투자 유치                                                                                                                                                                                                                                                                                  ,https://www.venturesquare.net/788096,7703
1035,3317,20151022,투자 단계 비공개,500000000,,,,,,
8271,140718,20210118,Angel,,,,,,,
7211,107628,20200401,Seed,,,,파이낸셜뉴그,에이치닥|| 아티스트 음원권리 사고 수익 공유…첫 디앱 공개                                                                                                                                                                                                                                                                            ,https://www.fnnews.com/news/202003181554285838,
2532,17524,20151210,투자 단계 비공개,30000000,,IoT 스타트업 글로벌 육성 프로그램 대상 수상,연합뉴스,LGU＋|| 유망 IoT 스타트업 발굴해 지원                                                                                                                                                                                                                                                                                    ,http://www.yonhapnews.co.kr/bulletin/2015/12/13/0200000000AKR20151213013700017.HTML?input=1179m,21901||6251
386,2885,20131001,투자 단계 비공개,10000000000,60000000000,,,,,6821||7700||7704||7708
3289,31788,20170401,해당없음,1000000,1000000000,https://www.wadiz.kr/web/ftcampaign/detail/516,와디즈,[와디즈 매거진] 아름다운 이별이 가능하다고 믿는 사람들                                                                                                                                                                                                                                                                             ,https://www.wadiz.kr/web/wcast/detail/3411,1331
4297,28488,20180510,Series A,,,,,,,7745
944,6019,20150901,투자 단계 비공개,,,,,,,5885||7706||1210
1174,473,20160405,Series B,6700000000,,,파이낸셜뉴스,메쉬코리아|| 산은캐피탈 등으로부터 67억원 투자 유치                                                                                                                                                                                                                                                                               ,http://www.fnnews.com/news/201604050921295781,7725||10648||10201
5974,36634,20170518,해당없음,1875000,12018750000,,굿푸드뉴스,스크린골프시장도 크라우드펀딩 시대 본격 개막                                                                                                                                                                                                                                                                                    ,http://goodfoodnews.kr/n_news/news/view.html?no=2152,1331
7275,99482,20200625,투자 단계 비공개,,4000000000,,,,,129240||8460||81248
2821,23243,20160816,투자 단계 비공개,50000000,,,,,,7741
1411,19862,20160719,투자 단계 비공개,,,,아시아투데이,카카오 ‘시프트업’에 전략적 투자 단행                                                                                                                                                                                                                                                                                       ,http://www.asiatoday.co.kr/view.php?key=20160719010008697,7864
8274,7059,20191101,투자 단계 비공개,500000000,,,,,,12812
9056,85341,20210430,Angel,500000000,,,,,,
6227,77512,20190228,투자 단계 비공개,4000000000,,,이코노믹뉴스,셀라피|| 미샤와 손잡고 글로벌 브랜드 재도약                                                                                                                                                                                                                                                                                    ,http://www.economytalk.kr/news/articleView.html?idxno=178657,9021
7588,18154,20200914,투자 단계 비공개,40000000,,창업지원사업 선정,,,,39921
8246,6504,20200101,투자 단계 비공개,10000000,,,,,,6504
8701,148319,20191115,Series A,1000000000,,,,,,88399
2793,26723,20170206,Seed,,,,,,,
5673,77622,20190430,투자 단계 비공개,,,3rd 투자유치(대형 SI),,,,
7434,106459,20200801,해당없음,500000000,,,,,,7719
3353,22950,20160825,Seed,300000000,,,,,,
6409,30647,20170404,Seed,1350000000,,,플래텀,클라우드 인사관리 소프트웨어 스윙비|| 13.5억원 투자 유치                                                                                                                                                                                                                                                                           ,https://platum.kr/archives/79864,7745||21547
6811,111158,20170905,투자 단계 비공개,,,,,,,90970
8863,141463,20200910,해당없음,2000000,,2020 제4회 G밸리 창업경진대회 우수상(금천구청장상),,,,39345
954,13105,20151012,Seed,,,,,,,
8011,35005,20201007,Series A,4000000000,,,,,,7736||7726||8581
6177,15399,20190531,Series A,,,,,,,16101
7817,10448,20200301,투자 단계 비공개,,,,,,,
2341,1968,20140204,투자 단계 비공개,800000000,,보통주,,,http://ir.com2us.com/company/press/275,7166
3405,34024,20160101,투자 단계 비공개,120000000,,,,,,
8080,136719,20201021,Seed,300000000,,,,,,
2536,13383,20161027,Series A,750000000,,,플래텀,콘텐츠커머스 기업 ‘스타일켓’|| 7.5억원 투자 유치                                                                                                                                                                                                                                                                               ,http://platum.kr/archives/72738,15149||18662||77045
6312,93334,20191004,Angel,180000000,,개인투자자(5인),,,,
8340,14774,20210223,투자 단계 비공개,,,,플래텀,생활형 숙박시설 위탁 관리업체 ‘핸디즈’|| 20억원 추가 투자 유치                                                                                                                                                                                                                                                                       ,https://platum.kr/archives/158436,7700||20737
3203,24883,20170627,투자 단계 비공개,,,,플래텀,SNS기반 SPA 액세서리 커머스 ‘윙블링’|| 본엔젤스등으로부터 투자유치                                                                                                                                                                                                                                                                    ,http://platum.kr/archives/83506,1875||7745
4262,12513,20170609,Angel,,,,,,,32650
3688,39342,20170808,투자 단계 비공개,1000000000,,,,,,
611,7933,20150603,투자 단계 비공개,1100000000000,5500000000000,,,쿠팡 "日소프트뱅크서 1조1천억원 투자 유치"(종합2보)                                                                                                                                                                                                                                                                             ,http://www.yonhapnews.co.kr/bulletin/2015/06/03/0200000000AKR20150603130552030.HTML,7934
2328,40,20131028,투자 단계 비공개,1560000000,,,,북잼|| 알토스벤처스 140만달러 투자 유치 - 아이티투데이                                                                                                                                                                                                                                                                            ,http://www.ittoday.co.kr/news/articleView.html?idxno=40802,7697
8882,30401,20210601,투자 단계 비공개,1400000000,,,,,,102573||125927
6102,82642,20190501,해당없음,,,팁스,,,,
8086,106624,20201116,해당없음,1100000000,,IT 정부 과제 지원금,,,,117111
2924,28507,20170329,투자 단계 비공개,850000000,,,플래텀,사용자 조사 비디오챗 플랫폼 ‘미띵스’|| 본엔젤스 등으로부터 8.5억 투자유치                                                                                                                                                                                                                                                                 ,http://platum.kr/archives/78418,1875||22659||7703
4742,36179,20170901,투자 단계 비공개,3000000,,스마트창작터 2차시장검증,,,,41711||30192
7919,113932,20191008,Angel,1200000000,,,,,,86290||15752||30805
5466,21399,20180402,Seed,,,,,,,16314
7697,27803,20191030,투자 단계 비공개,,,,,,,1201
6093,39605,20180331,투자 단계 비공개,,,,,,,92510
7289,2322,20200618,Angel,300000000,2300000000,,,,,7824
5181,21786,20170920,투자 단계 비공개,1000000000,,,,,,12812
3318,12896,20161122,투자 단계 비공개,,,,,,,16314
7950,133934,20201020,Seed,,,,,,,7749
5650,24721,20170501,Angel,,,,,,,
885,2302,20151126,투자 단계 비공개,1500000000,,,플래텀,중고차 서비스 ‘첫차’ 산업은행으로부터 15억원 추가 투자 유치                                                                                                                                                                                                                                                                         ,http://platum.kr/archives/50264,7756
7339,111378,20200301,투자 단계 비공개,500000000,,,,,,112878
1709,20343,20150701,투자 단계 비공개,30000000,,투융자복합금융자금-이익공유형,,,,7747
6655,15114,20191122,투자 단계 비공개,,,,,,,80928
8865,132729,20210501,투자 단계 비공개,75000000,,,,,,7741
8858,29601,20210208,Series A,7000000000,,,플래텀,교육돌봄 매칭 플랫폼 ‘자란다’|| 70억 규모 투자유치…누적 111억                                                                                                                                                                                                                                                                     ,https://platum.kr/archives/158391,7720||104686||6039||7757
6070,94108,20180101,투자 단계 비공개,,,,,,,
2653,2866,20161212,Series B,10000000000,,,플래텀,HOME  INVESTMENT MAIN 인도를 평정중인 韓 핀테크 스타트업 ‘밸런스히어로’|| 100억 규모 추가 투자 유치                                                                                                                                                                                                                                       ,http://platum.kr/archives/72599,7696||7750||7736
7237,13240,20200601,Seed,100009000,1400000000,,벤처스퀘어,위티|| 넥스트드림엔젤클럽으로부터 시드 투자 유치                                                                                                                                                                                                                                                                                  ,https://www.venturesquare.net/809743,88536
6851,32822,20191227,투자 단계 비공개,700000000,,,,,,
8375,95312,20161216,Series B,10000000,11500000000,,,,,
5999,100249,20190701,투자 단계 비공개,,,,메디컬타임즈,의사전용 보안메신저 ‘메디스태프’ 투자 유치                                                                                                                                                                                                                                                                                    ,http://www.medicaltimes.com/Users/News/NewsView.html?mode=view&ID=1127490&REFERER=NP,32889
4924,79917,20180904,Seed,,,,플래텀,네이버|| 사이버보안 스타트업 ‘티오리’에 투자                                                                                                                                                                                                                                                                                   ,https://platum.kr/archives/106118,5466
8236,110305,20200714,Angel,,,,,,,
5628,94114,20190306,Seed,150000000,1500000000,,,,,94547
3761,40287,20170201,Angel,120000000,,,,,,15752
1255,15172,20160615,투자 단계 비공개,,,창업유망팀 300 상금,,,,17513
2602,12058,20151001,투자 단계 비공개,,,,,,,7714
4121,74623,20180430,투자 단계 비공개,,,,,,,27125
767,8974,20151001,투자 단계 비공개,600000000,,,,,,7698||7703
3719,39355,20180101,투자 단계 비공개,20000000,,,,,,37801
8147,138160,20200807,투자 단계 비공개,,,,,,,
7651,130148,20200731,Seed,,,,,,,
4357,79120,20170403,투자 단계 비공개,10000000,,,,,,
4116,17101,20170601,투자 단계 비공개,,,,,,,16314
5753,94295,20181106,투자 단계 비공개,,,,,,,7706
5266,36747,20190117,Angel,,,,,,,32610
3429,33526,20170825,투자 단계 비공개,,,,,,,
7218,26534,20200531,투자 단계 비공개,,,,,,,
8235,26691,20200227,투자 단계 비공개,1000000000,,,,,,
3867,29131,20171221,투자 단계 비공개,,,,플래텀,가정용 헬스기구 제조 스타트업 ‘건강한형제들’|| 매쉬업엔젤스로부터 투자 유치                                                                                                                                                                                                                                                                  ,http://platum.kr/archives/94743,7713
4850,19570,20170731,투자 단계 비공개,,,,,,,84288
584,7453,20150601,Seed,700000000,,,,,,3422||7719
4389,41086,20180604,Seed,,,,,,,19748
3106,6297,20170201,Angel,,,,,,,
8594,38438,20210330,Series A,,,,,,,7729||7858||113056
7824,126898,20201029,투자 단계 비공개,,,,이투뉴스,오픈플랜|| 생활밀착형 하루보험 '토글' 플랫폼 투자 유치...씨엔티테크 등 참여                                                                                                                                                                                                                                                                ,http://www.e2news.com/news/articleView.html?idxno=228542,7749
3431,28982,20170829,투자 단계 비공개,,,,부산일보,컨비니언스|| 연고티비 운영사 '유니브'에 자본 투자                                                                                                                                                                                                                                                                                ,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=082&aid=0000736135&lfrom=facebook,34498||23853
6997,113501,20190831,Seed,,,,,,,32610
636,3819,20150127,투자 단계 비공개,1000000000,,캡스톤파트너스와 스파크랩스글로벌 3.5억 및 TIPS 선정,플래텀,뭐야이번호|| 캡스톤파트너스 및 스파크랩스글로벌로부터 10억 규모 투자유치                                                                                                                                                                                                                                                                    ,http://platum.kr/archives/33708,7703||7805||7719
4039,4377,20160922,투자 단계 비공개,500000000,,,더벨,'의료 AI' 뷰노|| 벤처캐피탈서 30억 투자 유치                                                                                                                                                                                                                                                                                ,http://www.thebell.co.kr/free/content/ArticleView.asp?key=201609210100031370001881&svccode=00&page=1&sort=thebell_check_time,7842
8327,130099,20200501,투자 단계 비공개,50450000,,2020 예비창업패키지 특화분야 - 빅데이터,,,,33197
7508,127918,20200601,투자 단계 비공개,51000000,,,,,,128091
5386,82827,20190218,Seed,,,,,,,16314
525,5083,20140704,해당없음,,,,,,,549
8093,134720,20201215,Seed,,,,,,,30252
743,5976,20150915,투자 단계 비공개,500000000,,,비석세스,게임 개발사 버프 스튜디오|| 엔씨소프트서 5억 원 투자 유치                                                                                                                                                                                                                                                                           ,http://besuccess.com/2015/09/buffstudio-ncsoft/,5465
8037,121372,20200326,Seed,80000000,,,,,,
6693,23575,20191202,Series B,5000000000,,,,,,90303
8555,78811,20210122,투자 단계 비공개,,,,플래텀,음성인식 기술 기반 한국어 회화 연습 서비스 ‘트이다’|| 전략적 투자 유치                                                                                                                                                                                                                                                                   ,https://platum.kr/archives/156632,119677||146063
2629,86,20161205,투자 단계 비공개,125000000000,500000000000,,플래텀,카카오 자회사 ‘포도트리’|| 1||250억 원 규모 해외 투자 유치 … 기업가치 5||000억                                                                                                                                                                                                                                                          ,http://platum.kr/archives/72105,24656
134,285,20120101,투자 단계 비공개,500000000,,,,,,7700
3744,40105,20171222,Seed,100000000,1250000000,팁스 선정,,,,18959
7832,130091,20200925,Angel,70000000,1000000000,,,,,32375
774,1314,20151006,투자 단계 비공개,,,,플래텀,‘데일리호텔’|| 애플 및 구글 등에 투자한 세쿼이아캐피탈로부터 투자유치                                                                                                                                                                                                                                                                     ,http://platum.kr/archives/47006,7935
4928,85110,20181004,투자 단계 비공개,500000000,,,,,,80395
6532,102981,20190603,Seed,54600000,546000000,예비창업패키지 선정,,,,110557
4922,4905,20070801,Pre-IPO,50000000000,200000000000,,,,,
8263,129980,20210209,Angel,100000000,,엔젤투자매칭펀드 투자 유치,,,,7724
6892,116155,20200219,투자 단계 비공개,10002125,,,,,,8460
8133,137583,20200801,해당없음,700000000,,,,,,7719
4903,41508,20180911,Series A,,,,,,,7795||7805
8776,86472,20210601,해당없음,300000000,,,,,,20691
7929,73352,20201125,투자 단계 비공개,300000000,,,,,,
4572,81716,20170501,Angel,100000000,,,,,,15752
3662,38883,20170309,투자 단계 비공개,,,,,,,
5001,2228,20181017,해당없음,,,인수합병,조선비즈,더이앤엠|| 음악플랫폼 레코드팜 인수                                                                                                                                                                                                                                                                                         ,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000417664,23453
462,4024,20110110,투자 단계 비공개,9200000000,,,,,,7718||7704
3892,3796,20171208,Seed,,,,,,,30252
4916,77733,20180601,투자 단계 비공개,,,,,,,3422
7935,92259,20201106,Series B,5000000000,,,,,,
4374,79452,20180501,Seed,2400000000,,,,,,
6913,80711,20200318,Seed,,,,Platum,충남대 창업재단|| 캔슬마켓과 닉스에 투자 집행                                                                                                                                                                                                                                                                                   ,https://platum.kr/archives/137867,117742
6681,73377,20190617,투자 단계 비공개,,,,,,,20691
4406,79541,20180531,투자 단계 비공개,800000000,,,,,,7824||25856
3527,14496,20161201,Seed,,,,,,,
3778,40509,20171128,Seed,300000000,,2030 Start-up 청년창업지원사업 보증지원 선정,,,,12812
7361,124908,20200310,Seed,100000000,,,,,,7823
218,1002,20120420,투자 단계 비공개,100000000,,지분투자,,,,
776,12075,20151006,투자 단계 비공개,,,,,,,
8022,114270,20201204,투자 단계 비공개,,,,,,,35237
6429,108515,20191007,투자 단계 비공개,,,,,,,7698
1413,15706,20160721,Angel,,,,,,,7713
7439,126914,20200427,투자 단계 비공개,,,,,,,3422||25929
6414,94130,20181101,투자 단계 비공개,500000000,,,,,http://www.jointips.or.kr/bbs/board.php?bo_table=team&wr_id=639,7719
5979,29601,20190612,Series A,3100000000,,,,,,6264||7757||6921||7706||1233||7737
3213,13902,20170628,Seed,30000000,1000000000,,,,,23403
8762,10495,20170601,투자 단계 비공개,120000000,3240000000000,,,,,
5326,8787,20181228,Angel,,,,,,,
107,210,20100101,투자 단계 비공개,30000000,,,,,,1210
2273,20612,20121123,투자 단계 비공개,500000000,,전환사채,,엠벤처|| 갤럭시게이트에 5억 CB투자                                                                                                                                                                                                                                                                                        ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201211230100036550002002&svccode=03&page=81,7843
8331,130099,20200610,투자 단계 비공개,15000000,,2020 청년 두런두런,,,,121818
5748,4493,20150904,Angel,1000000000,,,,,,7698
8527,36708,20201012,Series A,3300000000,,,더벨,컨트롤클로더|| 33억 시리즈A 투자 유치                                                                                                                                                                                                                                                                                      ,http://www.thebell.co.kr/free/content/ArticleView.asp?key=202010121620563800107721&svccode=00&page=1&sort=thebell_check_time,30439||22659||145646||14447||37577
2672,25045,20161102,투자 단계 비공개,,,,,,,3422
2250,20791,20120704,투자 단계 비공개,1500000000,,전환사채|| 우선주,,네오플럭스|| 애니캐스팅에 15억원 투자                                                                                                                                                                                                                                                                                       ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201207040100005230000298&svccode=03&page=86,7802
5026,86003,20181022,투자 단계 비공개,,,,,,http://newspim.com/news/view/20181017000084,6504
3908,30528,20160819,Angel,30000000,600000000,,,,,
301,1902,20130731,투자 단계 비공개,1900000000,,,,,,7696||7826||7843||23653
