투자일련번호,기업일련번호,투자일자,투자단계명,투자금액,기업가치금액,투자유치비고,보도자료발행사명,보도자료제목,보도자료url,투자기관번호
8640,147237,20210125,투자 단계 비공개,50000000,,,,,,13930
5586,92756,20190321,투자 단계 비공개,400000000,,,,,,40929
4241,21324,20171231,투자 단계 비공개,,,,,,,18189
7553,1763,20200527,Series C,30000000000,,,,,,7697||7736||35390||7767||7705||20428||7795
6034,2935,20150703,Seed,600000000,,,,,,549||6584
7538,101962,20200806,투자 단계 비공개,,,,플래텀,지투지인터내셔날|| ‘그루비엑스’ 지분 인수…중화권 MCN 커머스 경쟁력 강화                                                                                                                                                                                                                                                                  ,https://platum.kr/archives/tag/%EA%B7%B8%EB%A3%A8%EB%B9%84%EC%97%91%EC%8A%A4,128627
5695,10657,20120510,투자 단계 비공개,80000000,,,,,,
8683,125498,20210531,Angel,,,,,,,
5089,75494,20180207,Seed,100000000,,,,,,87072
1004,845,20160122,투자 단계 비공개,2000000000,,,이데일리,NHN엔터|| 모바일 광고 업체 '모코플렉스' 20억원 투자                                                                                                                                                                                                                                                                            ,http://www.edaily.co.kr/news/NewsRead.edy?SCD=JE61&newsid=02305846612519360&DCD=A00506&OutLnkChk=Y,12508
3697,548,20170630,Series B,5800000000,,,,,,7696||7703||7700||7736||7709
1868,21329,20160309,Angel,70000000,,,,,,32482
3693,32428,20171206,투자 단계 비공개,,,,,,,30252
2040,11846,20050526,투자 단계 비공개,5700000000,,,,바이오벤처 `바이로메드`  日 등서 57억원 투자유치                                                                                                                                                                                                                                                                               ,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=016&aid=0000173646,21636||7712||7862
3694,34524,20170822,Angel,,,,,,,1210
6089,32095,20181206,Seed,800000000,,,플래텀,모바일 프리미엄 회마켓 ‘오늘회’|| 8억 원 투자 유치                                                                                                                                                                                                                                                                              ,https://platum.kr/archives/112458,19967||7699||7706
5406,81192,20190218,투자 단계 비공개,,,,,,,25913
8316,81192,20201124,투자 단계 비공개,250000000,,,,,,141791
733,8445,20150912,투자 단계 비공개,50000000,,,,,,
8597,7864,20210401,투자 단계 비공개,,,,,,,10495
6098,38410,20190501,Seed,400000000,,,,,,
4709,83263,20180807,투자 단계 비공개,,,,,,,20737
1158,2857,20141201,Seed,500000000,,,,,,
8362,142383,20210301,투자 단계 비공개,,,,,,,
8413,142795,20201117,Seed,40000000,,,,,,
7260,12616,20191031,Series A,3400000000,,,플래텀,‘크리에이트립’|| 알토스벤처스 등으로부터 34억 규모 투자 유치                                                                                                                                                                                                                                                                         ,https://platum.kr/archives/133851,7697||78955
6963,97215,20190531,투자 단계 비공개,700000000,,,,,,86290
958,12620,20151231,투자 단계 비공개,2000000,,리얼제주 재주떠나기 프로젝트,제주도민일보,제주관광공사|| 창조관광 벤처기업 예비창업자 모집                                                                                                                                                                                                                                                                                  ,http://www.jejudomin.co.kr/news/articleView.html?idxno=65146,42568
3489,27973,20170220,투자 단계 비공개,400000000,,챗봇 서비스에 대한 연구개발비,,,,
1446,14533,20140101,투자 단계 비공개,10000000,,,,,,114
270,1544,20130917,투자 단계 비공개,150000000,,개인 투자,,,,
5137,23390,20181116,투자 단계 비공개,,,,,,,7714
4773,17225,20180501,Seed,,,,,,,71930
8686,91596,20201030,Seed,,,,,,,7729
8693,148114,20210421,Angel,60000000,1,기업가치 비공개,,,,
1364,19332,20160628,투자 단계 비공개,110000000,,,연합뉴스,우리은행|| 클라우딩펀딩 성공한 피플카쉐어링에 1억 투자                                                                                                                                                                                                                                                                              ,http://www.yonhapnews.co.kr/bulletin/2016/06/28/0200000000AKR20160628121700002.HTML,6264
6625,13794,20160701,투자 단계 비공개,,,,,,,
3157,19788,20170425,투자 단계 비공개,,,,,,,549
881,12720,20150510,투자 단계 비공개,,,(주)LED스토리,,,,
2104,9943,20071128,투자 단계 비공개,2000000000,,유상증자,,가비아|| 기관 투자 유치 성공..신규 사업 추진                                                                                                                                                                                                                                                                                  ,http://www.etoday.co.kr/news/section/newsview.php?idxno=147624,7122||7906
612,7933,20140529,투자 단계 비공개,120000000000,1200000000000,,,쿠팡|| 미국 투자 전문 회사 '세쿼이아 캐피탈'에서 1억 달러 유치                                                                                                                                                                                                                                                                       ,http://it.donga.com/18295/,7935||7917||7918||7936
908,13381,20151207,투자 단계 비공개,,3000000000,투자기관 비공개,,,,
1023,14112,20160126,Seed,270000000,,,플래텀,개인별 금융 상품 추천 서비스 ‘핀다(Finda)’|| 韓美 VC로부터 투자 유치                                                                                                                                                                                                                                                                ,http://platum.kr/archives/54112,7737||7713||3422
7109,23530,20191220,투자 단계 비공개,500000000,,,,,,7714
9024,5392,20200928,Series A,,,,,,,97633
5240,33550,20180817,투자 단계 비공개,,,,,,,7729||18959||82539
4476,72029,20180627,해당없음,500000000,,,,,,7719
1870,21388,20160829,Series A,2800000000,,,플래텀,네이처글루텍|| 아이디벤처스  포스코기술투자로부터 28억 규모 투자 유치                                                                                                                                                                                                                                                                    ,http://platum.kr/archives/65556,7716||7709
2510,2909,20150330,투자 단계 비공개,,,,,,,7696
3243,29917,20170630,Seed,40000000,,,,,,
5472,14392,20190225,해당없음,5000000000,,,벤처스퀘어,50억 투자 유치한 닥터키친 “식이요법 기준 제시”                                                                                                                                                                                                                                                                                ,https://www.venturesquare.net/775195,30439||7857||1233||7795
9018,85390,20210726,Seed,,,,,,,15151
5166,88310,20181202,해당없음,210000000,,,,,,1331
3618,16944,20170531,투자 단계 비공개,8000000000,,,,,,7097||7710||7705||7779||7789||7751
4571,71965,20180701,투자 단계 비공개,600000000,,,,,,7719
6448,108630,20190809,투자 단계 비공개,5000000000,,,플래텀,라이프스타일 용품 제조사 ‘소셜빈’|| 카카오벤처스 등으로부터 50억 투자 유치                                                                                                                                                                                                                                                                 ,https://platum.kr/archives/127666,1233||92430||7858||19588
9015,121045,20200624,해당없음,,,,,,,12240
2701,19979,20160601,투자 단계 비공개,,,,,,,
3271,14967,20170630,Angel,,,,,,,
4915,34243,20171106,Seed,,,,,,,114
473,4206,20150629,투자 단계 비공개,,,초기 투자 (initial investment),,,,
5925,6157,20180928,투자 단계 비공개,,,,,,,7851
5828,18477,20190215,Series A,3800000000,,,중앙일보,지식 콘텐트 구독 서비스 ‘퍼블리’ 38억 투자 유치                                                                                                                                                                                                                                                                               ,https://news.joins.com/article/23384816,7700||7755||30439
3622,13177,20160425,투자 단계 비공개,,,,,,,1331
7227,123640,20190901,투자 단계 비공개,,,,,,,10597||89554||7741
4921,20587,20180730,투자 단계 비공개,2000000000,,,,,,32330
1198,8918,20160418,Seed,,,,,,,1210
5807,31889,20190401,투자 단계 비공개,,,,,,,
4450,41140,20170126,Seed,100633390,,,,,,12821
4229,17492,20180425,Series A,4080000000,,,,,http://m.thebell.co.kr/m/newsview.asp?svccode=00&newskey=201804250100051190003174,7736||7716||26819||18565||7729||1210||77444
7193,90420,20200601,투자 단계 비공개,80000000,,2020초기 창업 패키지,,,,7741
7381,88204,20200715,Seed,70000000,1000000000,,,,,7724
5705,1331,20170707,투자 단계 비공개,,,,,,,13930
1323,6157,20160622,투자 단계 비공개,2000000000,,,플래텀,P2P 금융 플랫폼 ‘펀다’|| 30억 규모 투자 유치 … 누적 43억                                                                                                                                                                                                                                                                      ,http://platum.kr/archives/61879,7720||7755
7015,90383,20200414,투자 단계 비공개,3500000000,,,동아일보,레스토랑 예약 플랫폼 스타트업 캐치테이블|| 브리지 투자 유치                                                                                                                                                                                                                                                                           ,http://www.donga.com/news/article/all/20200420/100724097/2,7726||7700||7707||26819
1031,14614,20150925,투자 단계 비공개,,,,,,,
2441,8360,20160920,투자 단계 비공개,6000000000,,,플래텀,p2p 금융기업 어니스트펀드|| 60억 원 규모 투자유치                                                                                                                                                                                                                                                                              ,http://platum.kr/archives/66655,7858||7712||7772
3022,29755,20170101,투자 단계 비공개,,,,,,,
1363,19332,20160629,투자 단계 비공개,,,,비석세스,카쉐어링 스타트업 ‘피플카쉐어링’|| 인포뱅크로부터 투자유치                                                                                                                                                                                                                                                                            ,http://kr.besuccess.com/2016/06/peoplecar-infobank/,1199
8966,150193,20190830,투자 단계 비공개,2500000000,,,,,,
2722,7357,20150101,투자 단계 비공개,,,,,,,23674
1332,19098,20151001,투자 단계 비공개,,,,동아일보,뉴스>경제> 경제일반  [청년드림]中 창업경진대회|| 사업성공 ‘동아줄’                                                                                                                                                                                                                                                                     ,http://news.donga.com/3/all/20160614/78667939/1,3785||7762||19100
6270,105525,20190601,투자 단계 비공개,,,,,,,7719
4694,72366,20170807,해당없음,,,,,,,75809
1853,13817,20160801,Series A,,,,,,,
7379,14950,20161018,투자 단계 비공개,299904000,,,,,,19600
9076,130105,20210527,Seed,,,,,,,549
7022,20125,20190501,Seed,500000000,5000000000,,,,,7825
8914,147223,20210801,투자 단계 비공개,,,,,,,7749
1596,3306,20150801,투자 단계 비공개,1908200000,,,,,,8227
839,12923,20151106,투자 단계 비공개,,,,아주경제,‘문화센터플러스 App’ || 인천시 공공데이터를 활용한 아이디어 기획 공모전 최우수상                                                                                                                                                                                                                                                             ,http://www.ajunews.com/view/20151013083249545,
198,839,20130129,투자 단계 비공개,300000000,,,,,,7765
4929,84308,20180827,해당없음,,,,패션엔,바바패션|| 통큰 온라인 승부수...1세대 온라인 셀렉트숍 '힙합퍼' 인수                                                                                                                                                                                                                                                                    ,http://www.fashionn.com/board/read_new.php?table=1004&number=25673,85115
8232,139507,20210126,Angel,,,시드라운드,,,,7729||127212
101,208,20120601,투자 단계 비공개,,,브라더스 엔젤 클럽,,,,
8951,99525,20210316,Series A,,,,스포츠조선,친환경 세탁 스타트업 청세|| 프리A 투자 유치                                                                                                                                                                                                                                                                                   ,https://sports.chosun.com/news/ntype.htm?id=202107050100036890002244&servicedate=20210705,15151
8650,128459,20200228,Seed,800000000,,,플래텀,네이버 D2SF|| 기술 스타트업 제제듀와 아트랩에 투자                                                                                                                                                                                                                                                                              ,https://platum.kr/archives/140095,5466||9539
1851,7595,20160502,투자 단계 비공개,,,,,,,29506
990,13913,20160118,투자 단계 비공개,1700000000,,,플래텀,공간공유 서비스 ‘스페이스클라우드’|| 네이버로부터 투자유치                                                                                                                                                                                                                                                                            ,http://platum.kr/archives/53524,5466
8515,1032,20190101,Angel,500000000,,,,,,1233
2575,3849,20161115,투자 단계 비공개,200000000,,,,,,19594
112,222,20150402,Series B,18000000000,,글로벌 벤처캐피털인 트랜스링크 캐피털과 RRE 벤처스|| 한싱 하이테크투자조합(인터베스트의 결성 펀드) 등,플래텀,헬스케어 스타트업 눔(Noom)|| 1500만 달러 투자유치                                                                                                                                                                                                                                                                            ,http://platum.kr/archives/32815,7903||7902
412,3247,20140901,투자 단계 비공개,100000000,,외식 소프트웨어 창업기획사,,,,
511,4908,20150131,Angel,380000000,,,,,,
2622,15004,20161201,투자 단계 비공개,5000000000,,,플래텀,스트롱홀드테크놀로지|| 글로벌 벤처투자사들로부터 총 50억원 투자 유치                                                                                                                                                                                                                                                                      ,http://platum.kr/archives/71696,834||7696||7795||7755
642,832,20150407,투자 단계 비공개,1000000000,,쿨리지코너인베스트먼트 이동석 회장 공동 투자,플래텀,지분투자형 크라우드펀딩 ‘오픈트레이드’ 10억원 투자 유치                                                                                                                                                                                                                                                                            ,http://platum.kr/archives/37058,7701||7826
8915,151215,20210331,Angel,100000000,1000000000,,,,,
804,12588,20151028,Seed,50000000,,,,,,3422
6621,92232,20191101,Seed,5000000,,,,,,1331
3890,32759,20180129,Series A,,,,,,,
7420,122103,20200815,Angel,,1000000000,,,,,7724
5103,72029,20181101,Seed,90000000,,TIPS 창업사업화,,,,7741
1075,15201,20151125,Seed,28000000,,성균관대학교 연계 기술 이전,,,,15202
2103,21508,20071001,투자 단계 비공개,6500000000,,,,&lt;스몰캡&gt;씨디네트웍스|| 계열사 엠군에 65억원 투자 유치                                                                                                                                                                                                                                                                       ,http://www.asiae.co.kr/news/view.htm?idxno=2007101110520192842,834||7854||7849||7705
930,12670,20151218,투자 단계 비공개,,,,,피트니스 O2O 플랫폼 '마일로' 첫 기관 투자 유치                                                                                                                                                                                                                                                                               ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201512140100026960001598,7822||13823
6244,84519,20180601,투자 단계 비공개,,,,,,,
8369,96650,20210219,투자 단계 비공개,,,,플래텀,골프픽스 운영사 ‘모아이스’|| 더벤처스와 김기사랩에서 투자 유치                                                                                                                                                                                                                                                                         ,https://platum.kr/archives/158205,1201||96157
7780,86290,20190129,투자 단계 비공개,,,,,,,102621
4007,36174,20170714,Seed,70000000,,,,,,15202
8902,105055,20201221,투자 단계 비공개,200000000,,,,,,24022
8024,77055,20191201,투자 단계 비공개,120000000,,,,,,135556
6684,113474,20190806,Seed,,,,,,,7713||32610
4417,28439,20180227,Seed,,,,,,,74363
2528,17524,20140501,투자 단계 비공개,84000000,,청년창업사관학교,,,,7747
4962,76091,20181010,Series B,6500000000,,,플래텀,월정액 독서앱 ‘밀리의 서재’|| 5개기관서 65억 투자유치… 올해만 100억 유치                                                                                                                                                                                                                                                               ,https://platum.kr/archives/107987,7842
984,625,20160111,투자 단계 비공개,200000000,,,벤쳐스퀘어,데이투라이프|| 실리콘밸리 액셀러레이터 500스타트업로부터 투자 유치                                                                                                                                                                                                                                                                       ,http://www.venturesquare.net/713546,7737
3523,21879,20171019,투자 단계 비공개,2400000000,,Series A,,,,
5271,78312,20190501,투자 단계 비공개,500000000,,,,,https://www.facebook.com/photo.php?fbid=288545518514428&set=pcb.288545621847751&type=3&theater,7824
4613,82157,20180601,Seed,,,,,,,20737
3574,733,20170807,투자 단계 비공개,,,,,,,20737
8995,139133,20201203,Seed,100000000,1000000000,,플래텀,블루포인트파트너스 ‘동창’ 2기에 선정된 6개 스타트업                                                                                                                                                                                                                                                                              ,https://platum.kr/archives/156884,18959
7208,107628,20191230,Seed,,,,,,,88399
5102,72029,20181001,Seed,80000000,,TIPS 해외마케팅,,,,7741
1673,20320,20150101,투자 단계 비공개,,,NDA,,,,7714
1724,20347,20150901,투자 단계 비공개,19950000,,장병곤|| 의사,,,,
6083,21324,20190812,Series A,4000000000,,,벤쳐스퀘어,탈잉|| 40억 원 규모 시리즈A 투자 유치                                                                                                                                                                                                                                                                                     ,https://www.venturesquare.net/788034,101866||13120||101867
5192,2302,20180806,투자 단계 비공개,3500000000,,,플래텀,미스터픽 ‘첫차’|| 35억 원 투자 유치… 누적 투자액 65억 원                                                                                                                                                                                                                                                                        ,https://platum.kr/archives/105038,80928||24130||7863
182,607,20090801,투자 단계 비공개,46000000,,한국콘텐츠진흥원 콘텐츠지원사업에서 투자,,,,
5716,20839,20190517,Series A,1000000000,,,,,,7720
230,1176,20150115,Seed,,,,,,,1875||7713
8806,122051,20210203,Seed,100000000,1000000000,,,,,7713
6616,111777,20190101,Angel,1000000000,,개인-엔젤 투자자로부터 10억 원 투자 유치,,,,
7799,132457,20201016,투자 단계 비공개,50000000,2000000000,,,,,
332,2302,20150712,투자 단계 비공개,800000000,,,플래텀,미스터픽|| 8억원 추가 투자 유치                                                                                                                                                                                                                                                                                          ,http://platum.kr/archives/42922,7751||7700
6047,101062,20170327,투자 단계 비공개,2000000000,,,,,,
1195,16577,20160415,투자 단계 비공개,1000000000,,,,,,
6220,6047,20190708,Series B,16080000000,,,TechCrunch,South Korea-based Mathpresso|| developer of tutoring app Qanda|| raises $14.5 million Series B                                                                                                                                                                                                                ,https://techcrunch.com/2019/10/14/south-korea-based-mathpresso-developer-of-tutoring-app-qanda-raises-14-5-million-series-b/,32469||7795||7755
7634,89365,20190701,투자 단계 비공개,,,VRARMR육성지원사업 선정(완료),,,,12910
1495,3849,20150901,투자 단계 비공개,20000000,,KSP 투자 2||000만원,,,,3605
3497,7357,20170905,Seed,1300000000,,,Platum,머신러닝 툴 제공업체 ‘엑스브레인’|| 7억 규모 투자 유치                                                                                                                                                                                                                                                                            ,http://platum.kr/archives/89333,7703||25682||15752||7719
8621,113313,20201115,투자 단계 비공개,120000000,,,,,,32610||7720
8452,129137,20201231,Series A,3000000000,50000000000,,전자신문,타키온홀딩스|| 사명변경 타키온비앤티로 새출발                                                                                                                                                                                                                                                                                    ,https://m.etnews.com/20210305000060,
2854,82477,20170302,투자 단계 비공개,1000000000,,,플래텀,스튜디오씨드|| 라인과 에버그린 투자파트너스로부터 10억 투자유치                                                                                                                                                                                                                                                                         ,http://platum.kr/archives/76818,17855||18113
6569,109246,20191001,해당없음,50000000,,,,,,1339
3147,21141,20170309,투자 단계 비공개,,,,,,,7697
4080,74881,20171229,Angel,20000000,2000000000,SI 투자,,,http://future9.kr/future9-demoday/,10451
6520,90111,20191122,Seed,800000000,,,,,,22659
1816,2347,20141115,투자 단계 비공개,,,,플래텀,인디게임 개발사 노븐(NOVN)|| 더벤처스에서 투자유치                                                                                                                                                                                                                                                                              ,http://platum.kr/archives/29664,1201
5635,88310,20190402,투자 단계 비공개,100000000,,,,,,94677
8986,152184,20200703,Seed,,,,,,,
7119,39537,20190605,투자 단계 비공개,,,,,,,121396
8541,87171,20210331,Series A,500000000,,,,,,145887
5540,87351,20190216,Seed,30000000,,,,,,33197
2788,8578,20150427,투자 단계 비공개,,,,,,,7698
8421,23167,20180301,투자 단계 비공개,,,,,,,106820
2562,7209,20161104,투자 단계 비공개,1000000000,,,벤쳐스퀘어,로보어드바이저 에임(AIM)|| 10억원 규모 투자 유치                                                                                                                                                                                                                                                                              ,http://www.venturesquare.net/737386,19967||14447
359,2605,20140603,투자 단계 비공개,30000000,,기술투자|| 현금투자,,,,
4397,5319,20171215,투자 단계 비공개,,,,,,,6814
6852,30651,20200203,Series A,6500000000,,,,,,7750||94857||20700||30439||15072
6925,107777,20190529,Angel,,,,,,,1233
2810,8689,20160701,투자 단계 비공개,,,,,,,1670
1403,6544,20160719,투자 단계 비공개,5850000000,,알토스벤처스 및 엔젤투자자들,플래텀,P2P금융 렌딧|| 알토스벤처스 등으로부터 58.5억 투자 유치                                                                                                                                                                                                                                                                          ,http://platum.kr/archives/63432,7697
7779,86290,20190117,투자 단계 비공개,,,,,,,90562
1379,13229,20160316,해당없음,15000000,,,매일경제,서울창조경제혁신센터|| 푸드테크 스타트업 선발                                                                                                                                                                                                                                                                                    ,http://news.mk.co.kr/newsRead.php?no=199197&year=2016,12046||19503
2610,24504,20160926,투자 단계 비공개,15800000,,,,,,24505
7732,17072,20200923,투자 단계 비공개,5300000000,,,한국경제,인지소프트|| 모인 주식 53억원어치 취득…지분율 20%                                                                                                                                                                                                                                                                              ,https://www.hankyung.com/economy/article/202009148832Y,23331
3569,733,20140710,투자 단계 비공개,,,,,,,6722
7692,130816,20201001,Seed,200000000,,,,,,
2824,1142,20161031,Seed,,,,,,,8460
976,6532,20160108,투자 단계 비공개,400000000,,,플래텀,자동차 관리 모바일앱 ‘마카롱’|| 본엔젤스로부터 4억 원 투자 유치                                                                                                                                                                                                                                                                       ,http://platum.kr/archives/53110,1875
6489,109714,20190401,Seed,500000000,,,,,,
461,4024,20100801,투자 단계 비공개,3300000000,,,,,,7718||7704
2344,10530,20140318,투자 단계 비공개,14000000000,,전환사채,,인터베스트·에이티넘|| 파나진에 140억 투자                                                                                                                                                                                                                                                                                    ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201403180100027100001635&svccode=03&page=61,7755||7807
1743,20364,20141001,투자 단계 비공개,,,전환사채,,,,7705
7607,129658,20170928,Seed,,,,,,,29506
8333,39053,20200301,Seed,,,,,,,18959
6319,25870,20191012,Seed,,,,플래텀,모바일 데이터 거래 서비스 ‘앰포’|| 본엔젤스로부터 시드 투자                                                                                                                                                                                                                                                                          ,https://www.venturesquare.net/794200,1875
4550,81342,20160201,투자 단계 비공개,100000000,,,,,,7824
5467,76090,20181031,Series A,4000000000,,,Platum,반려동물 온디맨드 커머스 ‘펫프렌즈’|| 40억 원 투자 유치                                                                                                                                                                                                                                                                           ,https://platum.kr/archives/109837,83882||25913||92515
6572,75001,20191031,Seed,49999997,,,플래텀,HOME  INVESTMENT 캐릭터 및 애니메이션 제작사 ‘유니드캐릭터’|| 넥스트드림엔젤클럽으로부터 시드투자 유치                                                                                                                                                                                                                                           ,https://platum.kr/archives/130544,88536
6747,103276,20200106,Seed,840000000,,,,,,7745||86290
6891,14960,20191201,투자 단계 비공개,,,,,,,
3202,5083,20170428,Series A,2100000000,,,,,,7703||73004||7826
761,8951,20150730,Seed,1100000000,,,,,,7696||7703
1528,20263,20151001,투자 단계 비공개,100000000,,기술보증 논의 중,,,,7824
1838,130,20160817,투자 단계 비공개,,,,비석세스,비석세스|| 한ㆍ미ㆍ중ㆍ일 4개국으로 부터 Pre Series A 투자 유치                                                                                                                                                                                                                                                                   ,http://kr.besuccess.com/2016/08/we-are-the-champion/,7777||7729||7737||1201||19806||21102||21103||21104||21105
144,368,20120220,Seed,700000000,,,,,,7704
4603,14313,20180719,Series A,3000000000,,,파이낸셜 뉴스,비욘드플랫폼서비스|| 한신공영 등에서 30억 투자 유치                                                                                                                                                                                                                                                                               ,http://www.fnnews.com/news/201807250810044251,10100
5493,92554,20181116,Seed,58000000,3000000000,,,,,27356
371,2719,20131001,투자 단계 비공개,600000000,,,,,,317
7057,1331,20180101,투자 단계 비공개,,,,,,,
9038,34315,20200220,Seed,,,,플래텀,인플루언서 월 정기 멤버십 서비스 ‘팬딩’|| 더벤처스로부터 시드투자 유치                                                                                                                                                                                                                                                                    ,https://platum.kr/archives/136508,1201
2577,24128,20161116,투자 단계 비공개,4200000000,,,플래텀,‘인도-파키스탄 잠금화면앱 1위’ 42컴퍼니|| 42억 규모 투자 유치                                                                                                                                                                                                                                                                      ,http://platum.kr/archives/70462,7751||13582||7773||17917||7750||7756||24130
3758,15001,20171226,Series A,,30000000000,,벤쳐스퀘어,마이셀럽스|| AI기반 빅데이터툴로 ‘시리즈A 투자유치’                                                                                                                                                                                                                                                                              ,http://www.venturesquare.net/757802,7700||6036
7461,904,20151026,Angel,28000000,,,,,,7758||28637
8066,132513,20200901,투자 단계 비공개,,,,,,,136562
1459,20195,20130101,투자 단계 비공개,200000000,,,,,,7700
8954,151658,20200601,해당없음,2700000000,,,theVC,2건의 투자                                                                                                                                                                                                                                                                                                      ,https://thevc.kr/AUTOCRYPT,18489||7861||106017
6766,105299,20190324,해당없음,23928388800,23928388800,,,,,
6389,74812,20190901,투자 단계 비공개,,,,,,,
7554,128895,20200611,Series A,2000000000,,,,,,
5902,24971,20190612,투자 단계 비공개,,,,,,,7732
4607,76010,20180724,Series B,13400000000,,국내 애드테크 기업 매드잇의 모회사,플래텀,애드테크 기업 매드업|| 134억원 투자 유치                                                                                                                                                                                                                                                                                    ,http://platum.kr/archives/103796,20704||7704||7716||7844||7773
6054,82827,20190501,투자 단계 비공개,,,,,,,7795
4896,84013,20180808,Seed,,5000000000,,,,,15752||72799
1276,8207,20160408,Seed,,,,플래텀,이놈들연구소|| 중국 유력 투자사 두 곳으로부터 연달아 투자 유치                                                                                                                                                                                                                                                                         ,http://platum.kr/archives/60070,13422
7620,126187,20200501,Seed,,,,,,,33197
891,13512,20140401,투자 단계 비공개,,,,,,,
6917,112619,20200427,Seed,,,,,,,117803||7703
2777,437,20161227,Series A,,,,,,,18113
5370,91140,20190213,Seed,200000000,1700000000,,,,,25913
5199,88701,20180402,투자 단계 비공개,5000000,,,,,,21149
8260,73199,20210208,투자 단계 비공개,,,,,,,7747
6659,106575,20191214,Seed,,,,,,,18959
5231,26598,20181201,투자 단계 비공개,600000000,,,,,,7719
180,598,20140224,투자 단계 비공개,250000000,,기관투자,,,,
6233,83784,20191202,Seed,,,,,,,20737
322,2130,20140430,투자 단계 비공개,20000000,,한국형 오픈소스 이마켓플레이스,,,,
6529,7689,20191101,투자 단계 비공개,,,,,,,
6969,6345,20191113,투자 단계 비공개,,,,,,,
7202,89194,20200413,투자 단계 비공개,,,,,,,
6888,80877,20160701,투자 단계 비공개,,,,,,,95864
2145,21482,20090709,투자 단계 비공개,40000000000,,,,[약업신문]지오영|| 골드만삭스 400억원 투자 유치                                                                                                                                                                                                                                                                                ,http://www.yakup.com/news/index.html?mode=view&nid=121025,7913
8916,151215,20210709,Seed,200000000,3200000000,,,,,
8399,143060,20161228,Angel,,,,,,,37801
2989,5610,20140710,Seed,,,,,,,13936
3152,22742,20151119,투자 단계 비공개,,,,,,,
5357,34058,20150813,Series A,,,,,,,7720
4711,21861,20180627,Series A,300000000,,,,,,18959
6990,40806,20180514,투자 단계 비공개,,,,,,,14005
7633,89365,20180601,투자 단계 비공개,,,첨단융복합게임제작지원사업 선정(완료),,,,13799
3885,72208,20171101,해당없음,30000000,,,,,,7741
1523,20237,20150901,투자 단계 비공개,100000000,,,,,,7714
1047,198,20140401,투자 단계 비공개,,,,,,,7700||7726
4705,18991,20180801,Angel,100000000,2200000000,,,,,15752
7176,12249,20190130,투자 단계 비공개,500000000,,,,,,
3883,26691,20170930,Series A,1000000000,,,이데일리,LSK·BNH|| 척추측만증 교정기기 개발 '밸류앤드트러스트'에 10억원 투자                                                                                                                                                                                                                                                                  ,http://www.edaily.co.kr/news/news_detail.asp?newsId=03985206616124080&mediaCodeNo=257&OutLnkChk=Y,
3866,17951,20171031,Series A,,,,조선비즈,한국신용데이터|| 카카오 이어 KT에서 투자 유치                                                                                                                                                                                                                                                                                  ,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&oid=366&aid=0000388830&sid1=001,7801
6723,113950,20190202,투자 단계 비공개,,10000000000,,,,,13523||107936||21542
5601,32043,20190306,투자 단계 비공개,,,,,,,7773
4373,38015,20180502,투자 단계 비공개,,,,,,http://www.kvgcorp.com/,33862
6174,100104,20190501,투자 단계 비공개,75000000,,,,,,
2335,20498,20131219,투자 단계 비공개,33000000000,,상환전환우선주,,도미누스|| 엠에스오토텍 자회사에 투자                                                                                                                                                                                                                                                                                        ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201312160100023460001374&svccode=03&page=65,20703
2281,20608,20130103,투자 단계 비공개,1400000000,,상환전환우선주,,한투파|| PLK테크놀로지 RCPS 투자                                                                                                                                                                                                                                                                                       ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201301030100003260000188&svccode=03&page=79,7720
7845,115810,20190601,Angel,200000000,,,,,,133337
4825,84126,20160311,투자 단계 비공개,,,,,,,15549
8639,99348,20200501,Series A,800000000,,,,,,135185
5735,95373,20190104,투자 단계 비공개,999990000,,,,,,78955
7423,29076,20200630,Series B,,,,,,,
1975,21438,20000816,투자 단계 비공개,4500000000,,,,배움닷컴|| 4백만달러 투자유치                                                                                                                                                                                                                                                                                            ,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0000267178,7913
2315,20589,20130705,투자 단계 비공개,1000000000,,전환사채,,코오롱인베스트먼트|| 게임개발사 플레이웍스 투자                                                                                                                                                                                                                                                                                   ,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=201307050100010510000584&svccode=03&page=71,7783
1553,3879,20141001,투자 단계 비공개,40000000,,TIPS 와 함께 투자,,,,1210
4991,77356,20181002,Series A,,,,한국경제신문,한투파트너스|| 블록체인 기업에 첫 투자                                                                                                                                                                                                                                                                                       ,http://news.hankyung.com/article/201810025080j,7720
7631,129980,20200330,투자 단계 비공개,60000000,,,,,,7747
7189,122103,20190325,Seed,,,ICT 9기 졸업,,,,7823
2031,21453,20040413,투자 단계 비공개,1500000000,,,,애니파크|| 15억 투자유치                                                                                                                                                                                                                                                                                              ,http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=029&aid=0000064169,7849
7866,123938,20200924,Seed,,,,,,,
3836,3612,20171001,투자 단계 비공개,200000000,,,,,,
